馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,ロムネヤ,牝6,荻野極,美浦・国枝,先行,10.5,6,5,,38.2,440(-6),中山,48,中6週,Y,,3,ディープインパクト,All American,
2,2,ツルマウカタチ,牡4,丸山,美浦・手塚久,差し,4.7,3,6,,33.9,464(-14),中山,98,中13週,Y,,3,ヤングマンパワー,キングヘイロー,
3,3,オオナミコナミ,牝4,佐々木,栗東・牧浦,差し,7.6,4,1,4歳以上1勝クラス,36.2,492(+16),小倉,63,中8週,Y,,3,エピファネイア,アグネスタキオン,
4,4,ドラゴンヘッド,牡5,武藤,美浦・武藤,先行,30.0,9,12,,35.4,448(+2),東京,160,中22週,Y,,3,ラブリーデイ,アドマイヤムーン,
5,5,ティンク,牝4,亀田,美浦・久保田,先行,60.2,10,15,,39.4,494(0),中山,48,中6週,Y,,3,ダイワメジャー,Lemon Drop Kid,
6,6,ライラスター B,セ6,吉田隼,美浦・森一,先行,22.2,8,6,4歳以上2勝クラス,36.9,480(+2),中山,55,中7週,Y,,3,ロードカナロア,ディープインパクト,
7,7,マイネルオーシャン,牡4,丹内,美浦・鹿戸,逃げ,2.9,1,7,,36.3,470(-2),小倉,84,中11週,Y,,3,ゴールドシップ,ルーラーシップ,
8,7,デファイ,牝4,斎藤,美浦・斎藤誠,差し,9.6,5,7,,33.7,460(0),中山,62,中8週,Y,,3,ヴィクトワールピサ,クロフネ,
9,8,サダムオプシス,牡4,藤懸,栗東・平田,差し,4.4,2,3,4歳以上2勝クラス,33.5,470(+4),阪神,28,中3週,Y,,3,ルーラーシップ,サムライハート,
10,8,ニシノレバンテ,牡6,杉原,美浦・栗田,,20.7,7,5,,39.7,492(-6),中京,35,中4週,Y,,3,イスラボニータ,フレンチデピュティ,
