馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,ジョリーレーヌ,牝2,石川,美浦・大竹,差し,7.1,4,1,2歳新馬,33.9,424(+2),東京,63,中8週,Y,,1,モーリス,ロードカナロア,
2,2,スリールミニョン,牝2,永島,栗東・高橋康,先行,76.9,10,1,2歳新馬,35.1,434(+2),小倉,49,中6週,Y,,1,ミスターメロディ,クロフネ,
3,3,スターウェーブ,牡2,三浦,美浦・武井,差し,4.7,3,1,2歳新馬,33.4,474(+2),東京,84,中11週,Y,,1,Kingman,Dubawi,
4,4,シンフォーエバー,牡2,岩田康,栗東・森秀,,4.5,2,1,2歳新馬,33.3,496(+2),新潟,22,中2週,Y,,1,Complexity,Pulpit,
5,5,モジャーリオ,牡2,斎藤,美浦・斎藤誠,差し,94.3,11,1,2歳未勝利,35.5,454(+6),函館,64,中8週,Y,,2,リオンディーズ,ハービンジャー,
6,6,コートアリシアン,牝2,菅原明,美浦・伊藤大,差し,2.6,1,1,2歳新馬,33.3,434(-4),東京,78,中10週,Y,,1,サートゥルナーリア,ハーツクライ,
7,6,ケイテンアイジン,牡2,丸山,栗東・谷,差し,44.7,8,1,,35.3,480(+4),小倉,36,中4週,Y,,2,アレスバローズ,ケイムホーム,
8,7,マジカルフェアリー,牝2,和田竜,栗東・寺島,差し,22.9,7,1,2歳新馬,34.6,442(+10),小倉,43,中5週,Y,,1,サートゥルナーリア,ヘニーヒューズ,
9,7,トータルクラリティ,牡2,北村友,栗東・池添,先行,11.7,6,1,2歳新馬,33.9,462(+8),京都,70,中9週,Y,,1,バゴ,スペシャルウィーク,
10,8,プロクレイア,牝2,津村,栗東・小林,差し,9.0,5,1,2歳新馬,33.8,462(+6),新潟,28,中3週,Y,,1,エピファネイア,キングカメハメハ,
11,8,キタノクニカラ,牝2,杉原,美浦・小島,差し,69.7,9,1,2歳新馬,34.6,400(0),福島,43,中5週,Y,,1,ダノンバラード,アイルハヴアナザー,
