馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,ハクサンバード,牡5,小崎,栗東・高橋一,先行,15.9,6,16,,34.8,484(-2),新潟,28,中3週,Y,,3,ハクサンムーン,サマーバード,
2,2,マルディランダ,牡5,菅原明,美浦・金成,差し,17.2,8,10,,35.4,484(+2),新潟,105,中14週,Y,,3,イスラボニータ,Marju,
3,3,グロリアラウス,セ4,団野,栗東・斉藤崇,先行,6.3,4,1,,34.4,500(+8),東京,91,中12週,Y,,3,リアルインパクト,Songandaprayer,
4,4,ガロンヌ B,牡4,岩田康,栗東・上村,差し,5.1,2,1,,33.2,466(-6),京都,84,中11週,Y,,3,モーリス,ハーツクライ,
5,4,ムーンプローブ B,牝5,,栗東・宮地,差し,137.1,13,10,,35.6,496(+6),福島,43,中5週,Y,,3,モーリス,フジキセキ,
6,5,タマモブラックタイ B,牡5,田口,栗東・角田,,18.3,9,14,,36.4,514(-2),小倉,49,中6週,Y,,3,デクラレーションオブウォー,ブラックタイド,
7,5,ブリックワーク B,牝4,岩田望,栗東・辻野,先行,17.0,7,6,,34.0,440(-2),中京,22,中2週,Y,,3,ブリックスアンドモルタル,シンボリクリスエス,
8,6,シャドウフューリー,牡5,津村,栗東・杉山晴,差し,3.5,1,4,,35.4,486(0),東京,70,中9週,Y,,3,イスラボニータ,Pleasantly Perfect,
9,6,キタウイング,牝5,丸田,美浦・小島,追込,61.5,12,14,,35.3,456(+14),新潟,105,中14週,Y,,3,ダノンバラード,アイルハヴアナザー,
10,7,デュガ,セ6,江田照,栗東・森秀,差し,20.7,10,5,,31.8,488(-4),新潟,21,中2週,Y,,3,Practical Joke,Canadian Frontier,
11,7,スカイロケット,牡5,丸山,栗東・須貝,差し,37.7,11,7,,33.2,434(+6),京都,84,中11週,Y,,3,ジャスタウェイ,Royal Applause,
12,8,グレイイングリーン,牡7,荻野極,栗東・池江,差し,9.2,5,11,,36.3,498(+4),東京,70,中9週,Y,,3,ディープインパクト,Closing Argument,
13,8,レイベリング,牡5,石橋脩,美浦・鹿戸,先行,5.5,3,13,,34.2,482(-8),函館,71,中9週,Y,,3,Frankel,Docksider,
