馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,カッタッパ,牡3,松本,栗東・森秀,逃げ,44.2,9,1,アルビレオ,37.4,480(+6),門別,32,中4週,,,2,Speightstown,Gun Runner,,
2,2,ビーマックス,牡4,川田,栗東・藤野,先行,14.3,5,4,3歳以上2勝クラス,35.5,504(-2),札幌,14,中1週,Y,,3,サトノアラジン,サウスヴィグラス,,
3,3,キャリーグレイス,牝4,舟山,栗東・寺島,先行,20.8,7,1,3歳以上1勝クラス,35.8,458(+2),函館,42,中5週,Y,,3,カリフォルニアクローム,キングカメハメハ,,
4,4,オセアエクスプレス,牡5,佐々木,美浦・菊川,先行,75.9,10,15,,36.7,494(+4),福島,50,中6週,Y,,3,アジアエクスプレス,クロフネ,,
5,5,ストロングボンド,セ3,長浜,美浦・菊川,逃げ,311.5,12,11,3歳以上2勝クラス,37.7,440(0),札幌,14,中1週,Y,,2,リーチザクラウン,ロードカナロア,,
6,5,マメタンク,牡3,斎藤,栗東・東田,先行,3.1,1,5,,34.6,444(-2),函館,35,中4週,Y,,3,フィレンツェファイア,フレンチデピュティ,,
7,6,タッカージーティー,牝4,横山武,美浦・鈴木伸,先行,5.2,3,4,,36.1,490(+8),福島,50,中6週,Y,,3,ヘニーヒューズ,ゴールドアリュール,,
8,6,クインズシフォン,牝4,吉田隼,美浦・和田郎,差し,19.1,6,3,3歳以上2勝クラス,34.3,454(-6),札幌,14,中1週,Y,,3,デクラレーションオブウォー,トワイニング,,B
9,7,ウーマンズパワー,牝3,横山琉,栗東・中尾,,5.4,4,1,3歳以上1勝クラス,35.1,456(+4),札幌,15,中1週,Y,,3,タワーオブロンドン,ゴールドアリュール,,
10,7,パールフロント,牝4,北村友,栗東・寺島,差し,3.3,2,2,3歳以上2勝クラス,34.9,530(-6),札幌,14,中1週,Y,,3,デクラレーションオブウォー,クロフネ,,B
11,8,フェデルミエール,牝4,,美浦・中川,先行,142.1,11,14,,35.5,504(+4),福島,42,中5週,Y,,2,ゴールドアクター,アルデバランII,,
12,8,キーガッツ,牡4,西村淳,栗東・杉山佳,先行,23.7,8,11,,35.7,470(-2),函館,36,中4週,Y,,3,シュヴァルグラン,リンドシェーバー,,B
