券種,組み合わせ,配当,人気
単勝,5,450,2
複勝,5,180,2
複勝,9,270,5
複勝,11,730,9
枠連,4-6,820,3
馬連,5-9,1570,7
ワイド,5-9,640,7
ワイド,5-11,2640,29
ワイド,9-11,3890,35
馬単,5-9,3060,11
3連複,5-9-11,17590,56
3連単,5-9-11,61050,211
