コーナー,通過順
1コーナー,"12-5,6(2,3)(1,10)11,8,4-7,9"
2コーナー,"12,6(5,3)(2,11,10)1(8,4)7,9"
3コーナー,"(*12,9)(3,10)7(6,4)(11,8)5,1,2"
4コーナー,"12(9,3)(6,10)4(11,7,8)5,1,2"
