券種,組み合わせ,配当,人気
単勝,9,9950,11
複勝,9,1460,11
複勝,8,330,6
複勝,3,250,3
枠連,7-7,23760,31
馬連,8-9,38540,48
ワイド,8-9,7900,48
ワイド,3-9,4620,38
ワイド,3-8,1320,16
馬単,9-8,82280,96
3連複,3-8-9,70790,114
3連単,9-8-3,760220,760
