着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,4,7,コスタノヴァ,牡4,57.0,ルメー,1:21.9,,2,3.5,34.8,美浦木村,484(-10)
2,4,8,エンペラーワケア,牡4,59.0,川田,1:22.1,1.1/4,1,1.7,35.0,栗東杉山晴,534(0)
3,5,9,ベジャール,牡5,57.0,オシェ,1:23.0,5,11,103.3,35.7,美浦田中博,564(-10)
4,6,12,ハチメンロッピ,牡4,57.0,原,1:23.0,ハナ,6,22.5,34.9,美浦矢野,508(-4)
5,3,5,コパノニコルソン,牡5,57.0,松岡,1:23.1,クビ,12,119.2,35.5,栗東宮,530(-2)
6,1,2,クインズメリッサ,牝6,55.0,藤懸,1:23.1,クビ,10,98.0,35.2,栗東宮本,482(+4)
7,5,10,シアージスト,牡5,58.0,モレイ,1:23.2,3/4,4,12.6,36.3,美浦堀,564(-8)
8,8,15,レッドヴェイロン,牡9,58.0,吉田豊,1:23.3,クビ,7,34.0,35.0,美浦鹿戸,516(-6)
9,7,13,フルム,牡5,58.0,水口,1:23.5,1.1/2,5,14.1,35.7,栗東浜田,496(0)
10,6,11,ロードラディウス,牡4,57.0,佐々木,1:23.7,3/4,8,55.3,36.2,栗東森田,480(-4)
11,2,4,ヘラルドバローズ,牡5,57.0,津村,1:23.7,クビ,13,134.5,36.4,栗東寺島,508(+2)
12,8,16,レディフォース,牝4,55.0,長岡,1:24.0,1.3/4,9,65.8,37.2,栗東杉山佳,520(-4)
13,2,3,アドマイヤルプス,セ7,58.0,丹内,1:24.7,4,16,329.2,36.6,美浦加藤征,540(0)
14,3,6,サンライズジーク,牡4,57.0,三浦,1:24.7,ハナ,15,239.0,37.9,栗東矢作,508(-6)
15,7,14,カセノダンサー,牝5,55.0,石川,1:24.9,1.1/4,14,165.6,36.6,栗東中尾,474(-6)
16,1,1,バトルクライ,牡5,59.0,戸崎圭,1:25.3,2.1/2,3,12.4,37.0,美浦高木,502(+4)
