券種,組み合わせ,配当,人気
単勝,7,2300,10
複勝,7,650,9
複勝,13,2050,16
複勝,1,470,5
枠連,4-7,800,2
馬連,7-13,54370,94
ワイド,7-13,13810,96
ワイド,1-7,3370,35
ワイド,1-13,13460,93
馬単,7-13,108500,186
3連複,1-7-13,254870,410
3連単,7-13-1,1518920,305
