着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,8,15,ワイワイレジェンド,牡4,58.0,高杉,1:23.4,,7,13.3,37.5,栗東前川,486(0)
2,5,10,タイガースパーク,牡5,58.0,田口,1:23.9,3,9,16.1,36.1,栗東大橋,444(-10)
3,6,12,ジョヴィアン,牡5,58.0,バデル,1:24.0,1/2,4,10.1,38.0,栗東奥村豊,502(0)
4,8,16,トーセンサウダージ,牡5,58.0,岩田康,1:24.2,3/4,6,13.2,36.5,美浦杉浦,530(+4)
5,7,14,ヴェロクオーレ,牝4,56.0,坂井,1:24.2,クビ,1,3.6,37.7,栗東石坂,472(0)
6,1,1,キタノブライド,牝5,56.0,菱田,1:24.4,1.1/4,14,79.6,37.0,栗東坂口,434(0)
7,6,11,アルシオーネ,牡7,58.0,川田,1:24.7,1.3/4,2,3.8,37.8,栗東須貝,508(-4)
8,5,9,モックモック,牡5,58.0,小沢,1:24.8,1/2,5,11.9,37.7,栗東寺島,496(0)
9,1,2,ベルダイナフェロー,牝4,56.0,団野,1:25.0,3/4,8,14.2,38.0,栗東東田,474(-2)
9,3,6,トーホウキザン,牡5,58.0,橋木,1:25.0,3/4,12,54.2,36.9,栗東高橋康,480(-4)
11,3,5,ダミエ,牡5,58.0,幸,1:25.0,アタマ,10,18.4,37.0,栗東武幸,450(-10)
12,4,7,マイレーヌ,牝5,56.0,永島,1:25.3,2,16,166.7,38.5,美浦斎藤誠,510(-4)
13,2,3,トルーマンテソーロ,牡6,58.0,吉村,1:25.6,1.1/2,3,8.9,38.9,美浦菊川,534(+4)
14,2,4,トモジャケーヤ,牡5,58.0,国分優,1:25.8,1.1/4,15,101.2,38.7,栗東大根田,528(+6)
15,7,13,グラティアスミノル,牡4,58.0,高倉,1:26.2,2.1/2,13,69.4,38.4,栗東北出,504(+8)
16,4,8,エコロエイト,牡4,58.0,和田竜,1:26.6,2.1/2,11,41.3,39.9,美浦田村,506(+2)
