券種,組み合わせ,配当,人気
単勝,14,1290,5
複勝,14,300,5
複勝,3,110,1
複勝,8,270,4
枠連,2-7,420,1
馬連,3-14,1520,5
ワイド,3-14,590,4
ワイド,8-14,1720,19
ワイド,3-8,480,3
馬単,14-3,4700,14
3連複,3-8-14,4540,15
3連単,14-3-8,36780,113
