馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,マイネルフォルツァ,牡3,丹内,美浦・金成,差し,21.1,7,9,3歳以上1勝クラス,35.2,494(+6),札幌,14,中1週,Y,,3,ゴールドシップ,グラスワンダー,
2,2,ケイアイクビラ,牡3,松田,栗東・宮本,差し,29.4,8,5,3歳以上1勝クラス,34.6,484(+4),札幌,20,中2週,Y,,3,ビッグアーサー,Afleet Alex,
3,3,アンテロース,牡3,武豊,栗東・岡田,先行,6.2,3,5,3歳以上1勝クラス,34.9,448(+4),札幌,27,中3週,Y,,3,モーリス,ディープインパクト,
4,3,マイネルエール,セ4,小林勝,美浦・蛯名利,先行,133.9,13,7,3歳以上1勝クラス,35.0,448(+4),札幌,27,中3週,Y,,3,スクリーンヒーロー,ロージズインメイ,
5,4,マルカシャルマン,牝3,川田,栗東・浜田,差し,9.2,4,4,3歳以上1勝クラス,35.3,426(+6),札幌,14,中1週,Y,,3,ノヴェリスト,フジキセキ,
6,4,ダノンフロイデ,牡4,横山和,栗東・藤原,差し,9.9,5,9,3歳以上1勝クラス,34.3,492(+14),阪神,62,中8週,Y,,3,キングカメハメハ,Storm Cat,
7,5,キガン,牝3,小林凌,美浦・小島,差し,56.3,11,7,,34.9,460(-10),中山,217,中30週,Y,Y,3,ダイワメジャー,Sea The Stars,
8,5,トーセントラム,牡3,古川吉,美浦・小桧山,追込,93.3,12,10,3歳1勝クラス,33.4,434(-6),東京,84,中11週,Y,,3,ヴァンキッシュラン,Dubai Destination,
9,6,ウインバリオス,牡4,,栗東・加用,差し,212.6,14,9,3歳以上1勝クラス,35.3,460(+2),札幌,27,中3週,Y,,3,ドゥラメンテ,コンデュイット,
10,6,ランフリーバンクス,牝3,横山典,栗東・武幸,差し,29.6,9,9,3歳以上1勝クラス,35.2,430(-2),札幌,13,中1週,Y,,3,エピファネイア,ファルブラヴ,
11,7,レッドシュヴェルト,牡3,ルメー,美浦・尾関,差し,2.5,1,1,3歳未勝利,33.8,474(+24),東京,91,中12週,Y,,3,レッドファルクス,Grand Slam,
12,7,ビジューブリランテ,セ5,佐々木,美浦・武井,,20.7,6,14,3歳以上1勝クラス,36.5,494(+2),東京,56,中7週,Y,,3,ディープブリランテ,ディープスカイ,
13,8,バトルキャット,牝4,吉田隼,美浦・牧,先行,47.5,10,12,3歳以上1勝クラス,37.1,474(0),札幌,21,中2週,Y,,3,キズナ,キングカメハメハ,
14,8,ビジュノワール,牝4,モレイ,美浦・中舘,差し,3.8,2,4,3歳以上1勝クラス,33.9,458(+10),東京,62,中8週,Y,,3,キタサンブラック,ホワイトマズル,
