着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,7,15,ソーダズリング,牝4,55.0,武豊,1:20.3,,2,3.8,33.9,栗東音無,472(+4)
2,6,12,ナムラクレア,牝5,56.0,浜中,1:20.3,クビ,1,2.8,33.6,栗東長谷川,478(+10)
3,5,9,コムストックロード,牝5,55.0,ムルザ,1:20.5,1,16,269.0,33.5,美浦中野,454(-6)
4,4,8,スマートリアン,牝7,55.0,角田河,1:20.5,クビ,14,106.5,33.8,栗東石橋,482(+2)
5,3,6,シングザットソング,牝4,57.0,鮫島駿,1:20.5,ハナ,11,59.1,34.0,栗東高野,450(+4)
6,8,18,ロータスランド,牝7,55.0,松山,1:20.6,1/2,5,10.3,33.3,栗東辻野,492(-6)
7,2,4,テンハッピーローズ,牝6,55.0,津村,1:20.6,クビ,8,29.4,33.6,栗東高柳大,462(+8)
8,6,11,モズゴールドバレル,牝5,55.0,団野,1:20.7,1/2,6,11.6,34.6,栗東藤岡,448(-10)
9,2,3,ドロップオブライト,牝5,55.0,小沢,1:20.8,1/2,10,46.8,34.4,栗東松永昌,444(+6)
10,7,13,メイケイエール,牝6,56.0,池添,1:20.9,アタマ,3,7.6,34.6,栗東武英,494
11,5,10,プレサージュリフト,牝5,55.0,キング,1:21.1,1.1/2,4,8.5,35.2,美浦木村,486(+2)
12,8,16,モズメイメイ,牝4,57.0,田口,1:21.2,1/2,12,86.5,35.4,栗東音無,466(+10)
13,1,1,ムーンプローブ,牝4,55.0,Aルメ,1:21.2,ハナ,17,278.2,34.6,栗東上村,472(+2)
14,8,17,ボンボヤージ,牝7,55.0,川須,1:21.3,1/2,18,350.8,34.7,栗東梅田,448(-2)
15,1,2,アルーリングウェイ,牝5,55.0,Mデム,1:21.3,アタマ,13,87.8,34.3,栗東藤岡,480(+2)
16,7,14,ジューンオレンジ,牝4,55.0,和田竜,1:21.4,1/2,9,45.5,35.5,栗東長谷川,462(-6)
17,4,7,スリーパーダ,牝5,55.0,岩田望,1:21.5,クビ,15,161.3,35.4,栗東斉藤崇,438(+4)
18,3,5,ウインシャーロット,牝6,55.0,石川,1:22.7,7,7,14.4,36.6,美浦和田郎,512(0)
