券種,組み合わせ,配当,人気
単勝,8,340,1
複勝,8,160,1
複勝,1,290,5
複勝,15,290,4
枠連,1-4,1250,5
馬連,1-8,1700,4
ワイド,1-8,720,5
ワイド,8-15,720,4
ワイド,1-15,2320,27
馬単,8-1,2930,5
3連複,1-8-15,6620,17
3連単,8-1-15,23870,45
