着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,6,12,ピアシック,牡7,58.0,川田,1:12.3,,5,10.8,36.3,栗東森秀,518(-4)
2,4,7,ジゲン,牡6,58.0,松山,1:12.5,3/4,1,2.1,36.7,栗東中村,474(-4)
3,5,10,ファーンヒル,牡4,58.0,武豊,1:12.7,1.1/4,2,5.5,37.0,栗東清水久,466(0)
4,6,11,エリモグリッター,セ6,58.0,坂井,1:12.9,1.1/4,6,22.2,36.9,美浦中野,478(-8)
5,7,14,クレド,牡4,58.0,高倉,1:12.9,クビ,4,9.9,36.7,栗東田中克,420(-2)
6,2,4,プラチナムレイアー,牡5,58.0,北村友,1:13.0,クビ,12,120.2,36.7,栗東吉岡,500(+2)
7,5,9,サンキューユウガ,牡7,58.0,戸崎圭,1:13.2,1.1/4,7,23.3,37.8,栗東西村,542(+12)
8,4,8,メイショウヒバリ,牝6,56.0,泉谷,1:13.2,アタマ,13,195.5,37.9,栗東本田,476(+8)
9,3,6,ナックドロップス,牝4,56.0,酒井,1:13.4,1,8,24.9,38.2,美浦杉浦,456(-6)
10,8,16,ショウゲッコウ,牝6,56.0,荻野極,1:13.5,1/2,10,33.4,37.0,栗東杉山佳,474(+8)
11,2,3,パワフルヒロコ,牝9,56.0,水口,1:13.5,クビ,11,98.2,38.0,栗東飯田雄,466(+8)
12,1,2,ジオラマ,牡10,58.0,幸,1:13.5,クビ,14,247.0,36.7,栗東西園正,544(0)
13,1,1,メズメライザー,牡4,58.0,岩田望,1:13.8,1.3/4,3,5.7,38.1,栗東千田,528(0)
14,8,15,スタースタイル,牝4,56.0,松若,1:13.9,1/2,16,456.6,37.2,美浦相沢,480(+14)
15,3,5,テンテキセンセキ,牡6,58.0,小沢,1:14.1,1,15,363.7,37.8,栗東松永昌,470(-6)
16,7,13,サイファーシチー,牡5,58.0,西村淳,1:14.2,1/2,9,25.4,38.2,美浦伊藤圭,490(-4)
