券種,組み合わせ,配当,人気
単勝,8,890,5
複勝,8,260,5
複勝,3,170,1
複勝,4,2050,15
枠連,2-5,1340,6
馬連,3-8,1470,3
ワイド,3-8,640,4
ワイド,4-8,12950,78
ワイド,3-4,7230,61
馬単,8-3,4130,15
3連複,3-4-8,54400,149
3連単,8-3-4,325490,807
