コーナー,通過順
1コーナー,"(*8,6)5,4,2-11,7(1,3)10,9"
2コーナー,"8,6,5-4,2,11,7,3(1,10)9"
3コーナー,"8,6(5,2)(4,7,10)11(1,3)9"
4コーナー,"8,6(5,2)11(4,3,7)(1,10)-9"
