券種,組み合わせ,配当,人気
単勝,1,2790,7
複勝,1,490,8
複勝,13,170,2
複勝,12,440,7
枠連,1-7,4410,17
馬連,1-13,5710,17
ワイド,1-13,1590,16
ワイド,1-12,4710,52
ワイド,12-13,880,9
馬単,1-13,15800,53
3連複,1-12-13,16160,50
3連単,1-13-12,162490,471
