券種,組み合わせ,配当,人気
単勝,4,1690,7
複勝,4,390,7
複勝,9,240,5
複勝,6,210,3
枠連,4-7,4460,19
馬連,4-9,3730,18
ワイド,4-9,1040,18
ワイド,4-6,1270,20
ワイド,6-9,720,11
馬単,4-9,8800,41
3連複,4-6-9,7740,33
3連単,4-9-6,60790,225
