馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,アイオライト,牡7,団野,美浦・武藤,先行,83.8,11,5,,37.5,498(+6),阪神,56,中7週,Y,,2,ローレルゲレイロ,オペラハウス,
2,1,ヘリオス B,セ8,武豊,栗東・西園正,,31.1,8,10,,36.8,482(+2),東京,78,中10週,Y,,2,オルフェーヴル,フレンチデピュティ,
3,2,フルム,牡5,水口,栗東・浜田,差し,28.9,7,1,,37.5,484(-4),中京,42,中5週,Y,,3,シニスターミニスター,ドリームジャーニー,
4,2,ライラボンド,牡5,小林勝,美浦・杉浦,差し,472.2,15,11,,39.0,528(-2),小倉,14,中1週,Y,,3,キズナ,アドマイヤドン,
5,3,ベルダーイメル,牡7,柴田善,栗東・本田,追込,51.9,10,6,,35.2,470(+12),中山,49,中6週,Y,,3,オルフェーヴル,スニッツェル,
6,3,シャマル B,牡6,川須,栗東・松下,先行,38.3,9,,,0.0,510(+10),中京,203,中28週,Y,Y,1,スマートファルコン,アグネスデジタル,
7,4,エンペラーワケア,牡4,川田,栗東・杉山晴,先行,2.5,1,1,,37.2,534(0),阪神,42,中5週,Y,,3,ロードカナロア,Curlin,
8,4,ピアシック,牡8,落合玄,栗東・森秀,差し,611.1,16,6,,36.2,502(-14),中山,14,中1週,Y,,3,Central Banker,Alphabet Soup,
9,5,エクロジャイト B,牡4,横山武,栗東・安田隆,先行,168.9,12,11,,38.5,502(-10),阪神,31,中3週,Y,,3,ヘニーヒューズ,キングカメハメハ,
10,5,サンライズフレイム,牡4,藤岡康,栗東・石坂,差し,3.9,2,1,,35.6,512(+4),京都,99,中13週,Y,,3,ドレフォン,アフリート,
11,6,パライバトルマリン,牝4,戸崎圭,美浦・林,先行,12.6,5,3,,39.1,506(-6),船橋,60,中8週,,,0,Malibu Moon,Smart Strike,
12,6,タガノビューティー B,牡7,石橋脩,栗東・西園正,差し,4.9,3,2,,35.6,520(+2),東京,78,中10週,Y,,2,ヘニーヒューズ,スペシャルウィーク,
13,7,オマツリオトコ B,牡4,石川,美浦・伊藤圭,差し,210.9,13,5,,41.6,494(0),川崎,45,中5週,,,0,ヴィットリオドーロ,スマートボーイ,
14,7,アルファマム,牝5,菅原明,栗東・佐々木,追込,8.9,4,1,,34.7,466(0),東京,70,中9週,Y,,3,マジェスティックウォリアー,フジキセキ,
15,8,ケンシンコウ,牡7,田辺,美浦・小西,差し,225.4,14,10,,38.1,502(+2),中山,308,中43週,Y,Y,3,パイロ,クリプティックラスカル,
16,8,アームズレイン,牡4,松若,栗東・上村,先行,14.1,6,1,,35.8,506(-4),阪神,35,中4週,Y,,3,コパノリッキー,コロナドズクエスト,
