馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,シックスリングス,牝2,荻野極,栗東・中内田,,11.2,4,,,,442(0),,,,,,,エピファネイア,クロフネ,,
2,2,セルリア,牝2,大野,美浦・大和田,,63.3,6,,,,448(0),,,,,,,グレーターロンドン,タイキシャトル,,
3,3,ドリームコア,牝2,レーン,美浦・萩原,,1.5,1,,,,488(0),,,,,,,キズナ,ハービンジャー,,
4,4,リオンアンサー,牝2,内田博,美浦・佐藤吉,,112.9,7,,,,426(0),,,,,,,リオンディーズ,ハービンジャー,,
5,5,レースクイーン,牝2,北村宏,美浦・蛯名利,,133.8,8,,,,424(0),,,,,,,フィレンツェファイア,ディープインパクト,,
6,6,ナタール,牝2,岩部,美浦・杉浦,,149.4,9,,,,488(0),,,,,,,Saxon Warrior,Champs Elysees,,
7,6,トラストレガート,牝2,石神道,美浦・高橋文,,198.5,10,,,,444(0),,,,,,,マクフィ,Tobougg,,
8,7,オラヴィンリンナ,牝2,菅原明,栗東・吉岡,,3.3,2,,,,490(0),,,,,,,シルバーステート,Zoffany,,
9,7,コスモエーヴィヒ,牝2,横山琉,美浦・伊藤大,,22.0,5,,,,450(0),,,,,,,ゴールドシップ,アグネスタキオン,,
10,8,セニング,牝2,江田照,美浦・深山,,238.5,11,,,,446(0),,,,,,,ニューイヤーズデイ,ジャスタウェイ,,
11,8,ルージュカルデア,牝2,津村,美浦・加藤征,,7.6,3,,,,460(0),,,,,,,シスキン,ヴィクトワールピサ,,
