着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,8,16,ルークススペイ,牡4,58.0,川田,1:22.4,,4,7.5,35.9,美浦伊藤圭,484(-2)
2,3,5,ニューオーリンズ,牡4,58.0,和田陽,1:22.4,ハナ,1,3.6,36.6,栗東杉山晴,520(0)
3,4,8,ハワイアンタイム,セ6,58.0,太宰,1:22.4,クビ,14,76.9,36.5,栗東昆,500(0)
4,2,4,ゲイルライダー,牡4,58.0,武豊,1:22.5,クビ,2,4.5,36.4,栗東牧浦,512(+6)
5,6,12,セミマル,牡6,58.0,西村淳,1:22.6,1/2,5,11.0,35.7,栗東西村,536(-2)
6,5,10,ジョディーズマロン,牡8,58.0,横山典,1:23.0,2.1/2,12,58.4,35.8,栗東北出,470(0)
7,7,13,リネアグローリア,牡5,58.0,岩田望,1:23.0,クビ,10,43.2,36.1,栗東小崎,482(+4)
8,7,14,イリフィ,牝4,56.0,ルメー,1:23.1,クビ,7,12.6,36.4,栗東高野,422(0)
9,8,15,タマモティーカップ,牝4,56.0,永島,1:23.2,3/4,3,4.8,37.0,栗東高橋亮,446(-8)
10,6,11,ガンウルフ,牡6,58.0,高杉,1:23.5,2,8,28.1,36.8,栗東藤岡健,484(-4)
11,1,1,ジャスパーバローズ,牡6,58.0,吉村,1:23.6,1/2,15,126.1,37.2,栗東清水久,514(+4)
12,3,6,トーセンサウダージ,牡6,58.0,古川吉,1:23.7,1/2,16,147.6,36.5,美浦杉浦,530(-4)
13,5,9,ダノンスウィッチ,牡5,58.0,坂井,1:23.8,1/2,6,11.6,37.7,栗東東田,494(0)
14,4,7,タガノシャーンス,牝6,56.0,幸,1:24.3,3,9,38.7,38.0,栗東中尾,472(+2)
15,1,2,サヴォンリンナ,牝4,56.0,北村友,1:26.3,大,11,57.8,39.6,栗東田中克,452(-6)
16,2,3,ルミノメテオール,牝6,56.0,岩田康,1:26.5,3/4,13,74.8,39.6,美浦金成,462(-4)
