馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,シュトルーヴェ B,セ5,レーン,美浦・堀,差し,25.4,8,1,,32.9,470(-8),東京,28,中3週,Y,,3,キングカメハメハ,ディープインパクト,
2,2,ジャスティンパレス,牡5,ルメー,栗東・杉山晴,差し,3.7,2,4,,,,メイダン,85,中11週,,,2,ディープインパクト,Royal Anthem,
3,3,ベラジオオペラ,牡4,横山和,栗東・上村,,11.6,5,1,,34.9,518(+12),阪神,84,中11週,Y,,3,ロードカナロア,ハービンジャー,
4,4,ドウデュース,牡5,武豊,栗東・友道,差し,2.3,1,5,,,,メイダン,85,中11週,,,2,ハーツクライ,Vindication,
5,4,ディープボンド,牡7,,栗東・大久保,先行,25.4,9,3,,35.6,508(0),京都,56,中7週,Y,,3,キズナ,キングヘイロー,
6,5,ヒートオンビート,牡7,坂井,栗東・友道,差し,162.3,12,7,,33.4,476(+4),東京,28,中3週,Y,,3,キングカメハメハ,ディープインパクト,
7,5,プラダリア,牡5,池添,栗東・池添,,15.1,6,6,,34.8,468(-2),阪神,84,中11週,Y,,3,ディープインパクト,クロフネ,
8,6,カラテ,牡8,岩田望,栗東・音無,差し,133.1,11,6,,34.3,530(-4),京都,22,中2週,Y,,3,トゥザグローリー,フレンチデピュティ,
9,6,ソールオリエンス,牡4,横山武,美浦・手塚,差し,16.9,7,7,,35.1,460(+4),阪神,84,中11週,Y,,3,キタサンブラック,Motivator,
10,7,ローシャムパーク,牡5,戸崎圭,美浦・田中博,差し,10.5,4,2,,34.9,506(+2),阪神,84,中11週,Y,,2,ハービンジャー,キングカメハメハ,
11,7,ヤマニンサンパ,牡6,団野,栗東・斉藤崇,差し,165.0,13,4,,33.8,474(-10),京都,22,中2週,Y,,3,ディープインパクト,スウェプトオーヴァーボード,
12,8,ブローザホーン,牡5,菅原明,栗東・吉岡,差し,7.5,3,2,,34.6,428(+4),京都,56,中7週,Y,,3,エピファネイア,デュランダル,
13,8,ルージュエヴァイユ,牝5,川田,美浦・黒岩,追込,33.8,10,3,,34.0,468(+4),阪神,84,中11週,Y,,3,ジャスタウェイ,Frankel,
