馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,ウェイクフィールド,牡3,横山和,美浦・嘉藤,,61.0,13,10,,36.4,,札幌,50,中6週,Y,,3,キズナ,マンハッタンカフェ,,
2,1,アウダーシア,牡3,津村,美浦・手塚久,差し,10.3,6,11,,33.2,,東京,105,中14週,Y,,3,キズナ,ルーラーシップ,,
3,2,バドリナート,牡3,丸山,栗東・松永幹,先行,60.9,12,4,,34.2,,福島,77,中10週,Y,,3,コントレイル,Galileo,,
4,2,リッツパーティー,牡3,丹内,美浦・岩戸,差し,38.2,11,3,,34.8,,福島,77,中10週,Y,,3,ミッキーロケット,クロフネ,,
5,3,アスクエジンバラ,牡3,岩田康,栗東・福永,差し,5.1,2,10,,33.9,,東京,105,中14週,Y,,3,リオンディーズ,マンハッタンカフェ,,
6,3,サヴォアフェール,牡3,松山,栗東・杉山晴,先行,6.8,4,1,,33.3,,中京,49,中6週,Y,,3,エピファネイア,キングカメハメハ,,
7,4,ジャスティンシカゴ,牡3,,美浦・宮田,,37.3,10,1,3歳以上1勝クラス,33.6,,東京,91,中12週,Y,,3,スワーヴリチャード,キングカメハメハ,,
8,4,ゴーイントゥスカイ,牡3,武豊,美浦・上原佑,差し,4.2,1,4,,32.8,,東京,105,中14週,Y,,3,コントレイル,Tapit,,
9,5,サノノグレーター,牡3,田辺,美浦・尾形,差し,6.8,5,1,,34.0,,福島,77,中10週,Y,,3,グレーターロンドン,ジャングルポケット,,
10,5,バステール,牡3,川田,栗東・斉藤崇,差し,5.1,3,3,,34.0,,東京,105,中14週,Y,,3,キタサンブラック,アルデバランII,,
11,6,ミリオンクラウン,牡3,横山典,美浦・和田雄,差し,76.5,14,1,,35.6,,札幌,21,中2週,Y,,3,リーチザクラウン,パイロ,,
12,6,ラージアンサンブル,牡3,岩田望,美浦・武井,差し,24.0,8,8,,34.2,,中山,147,中20週,Y,,3,ベンバトル,ジャスタウェイ,,
13,7,フウセン,牡3,鮫島駿,栗東・杉山晴,差し,95.9,15,1,3歳以上1勝クラス,35.4,,小倉,57,中7週,Y,,3,コントレイル,Afleet Alex,,
14,7,ティラーノ,牡3,石橋脩,美浦・小手川,差し,196.0,16,10,,34.5,,新潟,43,中5週,Y,,3,ゴールドシップ,バトルプラン,,
15,8,エリプティクカーブ,牡3,横山武,美浦・古賀大,差し,27.6,9,1,,33.5,,東京,99,中13週,Y,,3,レイデオロ,メジロベイリー,,
16,8,ラディアントスター,牡3,池添,美浦・林,差し,20.4,7,3,,35.7,,京都,127,中17週,Y,,3,サトノアラジン,Blame,,
