コーナー,通過順
1コーナー,
2コーナー,"(3,*5)4(2,6)1,8(7,9)"
3コーナー,"3,5-4(2,6)(1,8)(7,9)"
4コーナー,"3,5-4(2,6)(1,8)(7,9)"
