コーナー,通過順
1コーナー,"14,13(9,12)10,5(8,15)7(3,6)(2,4,11)-1"
2コーナー,"14,13(9,12)10,5,8(7,15)3,6,2(4,11)-1"
3コーナー,"(14,13,*10)(9,12)(5,8,15)7,3(2,6)(4,11)-1"
4コーナー,"10-(14,13)(9,12)(5,8,15)7,3(2,6,11)(1,4)"
