馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,シャドウメテオ,牝4,丹内,美浦・金成,差し,8.9,4,10,,34.9,462(-4),中山,71,中9週,Y,,3,オルフェーヴル,クロフネ,
2,1,ルクスビッグスター,牡6,石橋脩,栗東・清水久,差し,111.7,15,10,,34.4,482(-4),中京,253,中35週,Y,Y,3,キタサンブラック,ジャングルポケット,
3,2,ドゥカート,牡4,津村,美浦・宮田,先行,22.5,11,7,,35.1,484(-4),中山,14,中1週,Y,,3,レイデオロ,ステイゴールド,
4,2,ヤマニンアドホック,牡5,石川,美浦・辻,,3.5,1,1,,35.5,460(-2),中山,35,中4週,Y,,3,ノヴェリスト,ダイワメジャー,
5,3,スパークリシャール,セ5,柴田善,美浦・小島,追込,18.9,8,8,,33.4,488(0),中山,35,中4週,Y,,3,スワーヴリチャード,シンボリクリスエス,
6,3,フクノブルーレイク,牡4,松岡,美浦・竹内,差し,12.4,6,3,,33.6,458(+8),京都,91,中12週,Y,,3,ウインブライト,ロードカナロア,
7,4,フレーヴァード,牡6,横山和,美浦・大竹,差し,10.7,5,3,,33.9,446(-8),中山,71,中9週,Y,,3,モーリス,マンハッタンカフェ,
8,4,クルミナーレ,牡5,荻野極,栗東・池江,先行,6.0,3,1,,34.1,508(-6),阪神,29,中3週,Y,,3,ブラックタイド,フレンチデピュティ,
9,5,マイネルニコラス,牡7,柴田大,美浦・畠山,差し,166.9,16,10,,36.2,520(-2),小倉,35,中4週,Y,,3,キングカメハメハ,ダンスインザダーク,
10,5,タイキラフター,牡6,大野,美浦・大竹,差し,18.9,7,8,,36.9,536(+10),小倉,35,中4週,Y,,3,ハーツクライ,Any Given Saturday,
11,6,ダンツファイター,牡4,佐々木,美浦・蛯名正,,19.3,9,1,,34.6,556(-8),中山,90,中12週,Y,,3,ニューイヤーズデイ,ジャイアントレッカー,
12,6,ホウオウスーペリア,牡6,横山琉,栗東・吉岡,先行,19.9,10,11,,38.0,490(+4),小倉,43,中5週,Y,,3,スクリーンヒーロー,Shamardal,
13,7,トーアライデン,牡6,丸山,栗東・河嶋,,44.9,12,12,,38.2,502(+2),小倉,35,中4週,Y,,3,マインドユアビスケッツ,アグネスデジタル,
14,7,ジュタ,牡4,横山武,栗東・矢作,先行,5.1,2,3,,34.7,500(0),中山,14,中1週,Y,,3,ドゥラメンテ,ストリートセンス,
15,8,アマイ,牝6,,美浦・伊藤大,,56.3,13,9,,35.5,468(-2),中山,14,中1週,Y,,3,ダノンバラード,タイキシャトル,
16,8,アルトゥーム,牡5,小沢,栗東・藤岡健,差し,77.6,14,8,,33.3,430(+2),阪神,22,中2週,Y,,3,モーリス,ディープインパクト,
