着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,5,7,ピューロマジック,牝5,56.0,北村友,1:07.4,,6,8.1,34.0,栗東安田,458(+2)
2,7,10,エーティーマクフィ,牡7,58.0,富田,1:07.6,1.1/4,4,6.9,33.5,栗東武英,474(-2)
3,3,3,レイピア,牡4,57.0,横山武,1:07.7,1/2,1,4.1,33.7,栗東中竹,510(-6)
4,2,2,ダノンマッキンリー,牡5,58.0,池添,1:07.7,クビ,8,21.1,33.2,栗東藤原,478(+2)
5,4,4,カルプスペルシュ,牝4,55.0,丹内,1:07.7,クビ,2,4.6,33.9,栗東石坂,474(0)
6,5,6,ウイングレイテスト,牡9,58.0,松岡,1:07.8,1/2,11,42.9,34.2,美浦畠山,506(-14)
7,6,8,ポッドベイダー,牡4,57.0,荻野極,1:07.9,クビ,7,19.9,33.6,美浦上原佑,480(-4)
8,4,5,ジョーメッドヴィン,牡5,57.0,横山琉,1:07.9,ハナ,10,31.1,33.6,栗東清水久,522(0)
9,8,13,シュタールヴィント,牡6,57.0,岩田康,1:07.9,クビ,12,142.1,33.0,栗東矢作,438(-8)
10,7,11,インビンシブルパパ,牡5,58.0,佐々木,1:08.0,クビ,5,7.8,34.2,美浦伊藤大,526(+4)
11,1,1,モズナナスター,牝4,55.0,鮫島駿,1:08.1,1,9,26.6,34.0,栗東矢作,448(-12)
12,8,12,ルシード,牡4,57.0,横山和,1:08.1,ハナ,3,4.9,34.1,美浦田島,498(-2)
除外,6,9,クラスペディア,牡4,57.0,小崎,,,,,,栗東河嶋,526(-6)
