コーナー,通過順
1コーナー,"(*1,8)2-6-(3,4,5)7-9"
2コーナー,"1,8(3,2)6(7,4,5)-9"
3コーナー,"1,8(7,5)(4,3)(9,2)6"
4コーナー,"(*1,8)5(7,4,3)9,2-6"
