券種,組み合わせ,配当,人気
単勝,7,1120,4
複勝,7,340,3
複勝,13,390,5
複勝,1,1720,17
枠連,4-7,3310,16
馬連,7-13,6530,21
ワイド,7-13,2230,21
ワイド,1-7,8410,89
ワイド,1-13,13110,113
馬単,7-13,12190,41
3連複,1-7-13,113980,326
3連単,7-13-1,443950,293
