コーナー,通過順
1コーナー,"(*2,11)6,3-5(4,7,10)(8,12)-(1,13)9-14"
2コーナー,"(2,*11)-(3,6)-5(4,7,10)(8,12)(1,13)9-14"
3コーナー,"(*11,6)14,5(7,10,13)(12,9)(4,8)(3,1)2"
4コーナー,"6-14,13(11,5)9,7(10,12,8,1)4,3=2"
