コーナー,通過順
1コーナー,"1,4-6,3-7,8-2,5"
2コーナー,"1,4-6,3-7,8-2,5"
3コーナー,"1,4(6,3)-7,8,2,5"
4コーナー,"4,1-(6,3)(8,7)(5,2)"
