券種,組み合わせ,配当,人気
単勝,5,230,1
複勝,5,110,1
複勝,9,130,3
複勝,2,120,2
枠連,5-8,400,1
馬連,5-9,440,1
ワイド,5-9,190,1
ワイド,2-5,190,2
ワイド,2-9,300,3
馬単,5-9,640,1
3連複,2-5-9,530,1
3連単,5-9-2,1640,1
