着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,6,10,ミラージュナイト,牡3,55.0,丹内,2:03.5,,1,2.3,36.2,栗東辻野,486(-6)
2,5,7,ショウナンサムデイ,牝3,53.0,池添,2:03.9,2,3,5.1,36.3,美浦奥村武,444(+8)
3,3,4,エラン,牡4,58.0,古川吉,2:04.1,1.1/2,5,22.3,37.3,美浦蛯名正,474(0)
4,4,5,ワザモノ,牡7,58.0,黛,2:04.5,2,10,62.0,37.4,美浦尾関,498(+4)
5,8,14,ナグルファル,牡3,55.0,横山武,2:04.5,アタマ,4,6.6,37.5,栗東杉山晴,514(+8)
6,8,13,バニシングポイント,セ7,58.0,浜中,2:04.8,2,6,37.4,37.0,美浦古賀,484(0)
7,6,9,デルマグレムリン,牡6,58.0,和田陽,2:05.0,1.1/4,11,71.1,37.0,栗東緒方,462(-4)
8,3,3,マイネルバーテクス,牡4,58.0,佐々木,2:05.1,クビ,8,51.2,37.3,美浦水野,516(+4)
9,1,1,コスモエクスプレス,牡6,58.0,松岡,2:05.2,1,12,139.3,37.2,美浦松永康,496(0)
10,7,11,レイピカケ,牝4,56.0,松本,2:05.7,2.1/2,9,60.0,37.7,栗東野中,462(+2)
11,5,8,アルベリック,牡4,58.0,柴田裕,2:05.7,アタマ,13,229.7,38.4,栗東中竹,482(0)
12,4,6,バードウォッチャー,牡4,58.0,斎藤,2:05.9,1.1/2,7,42.0,38.7,美浦国枝,486(+2)
13,7,12,テイエムヒショウ,牡5,58.0,石川倭,2:05.9,アタマ,14,373.3,38.9,栗東浜田,500(+14)
14,2,2,ハートメテオ,牝3,53.0,武豊,2:06.2,2,2,3.3,38.6,栗東笹田,440(-4)
