馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,リアレスト,牡5,ハマー,美浦・尾関,差し,87.9,12,6,,37.3,530(+14),京都,77,中10週,Y,,3,リアルスティール,ワークフォース,,
2,1,キョウキランブ,牡4,松山,美浦・古賀,,5.4,3,1,,37.4,526(-2),東京,75,中10週,Y,,3,エスケンデレヤ,エンパイアメーカー,,
3,2,ピカピカサンダー,牡4,三浦,美浦・鹿戸,逃げ,7.8,5,1,,36.4,504(+10),東京,112,中15週,Y,,3,アジアエクスプレス,メジロライアン,,
4,2,ホールシバン,セ8,秋山稔,栗東・高橋忠,差し,112.9,13,8,,38.2,526(-6),福島,83,中11週,Y,,3,パイロ,Hard Spun,,
5,3,エナハツホ,牝7,藤懸,栗東・吉田,追込,221.3,15,9,,36.8,454(-12),京都,104,中14週,Y,,3,トビーズコーナー,ステイゴールド,,
6,3,ドラゴンブースト,牡4,吉村,栗東・藤野,差し,18.5,9,1,,35.2,488(+2),中山,48,中6週,Y,,3,スクリーンヒーロー,エンパイアメーカー,,
7,4,ゼットリアン,牡6,団野,栗東・吉田,差し,13.1,6,3,,36.9,448(+6),京都,77,中10週,Y,,3,モーリス,ネオユニヴァース,,
8,4,シュバルツクーゲル,牡5,武豊,美浦・鹿戸,差し,45.9,11,13,,36.3,498(+6),京都,84,中11週,Y,,3,キズナ,Monsun,,
9,5,フォーチュンテラー,牡7,田口,栗東・浜田,差し,150.9,14,7,,37.0,496(+6),京都,77,中10週,Y,,3,シニスターミニスター,マンハッタンカフェ,,
10,5,ディープリボーン,牡6,岩田望,栗東・四位,先行,4.6,1,3,,36.3,476(+4),阪神,48,中6週,Y,,1,ホッコータルマエ,マンハッタンカフェ,,
11,6,ミッキークレスト,牡5,坂井,栗東・大久保,差し,17.8,8,13,,39.4,522(+6),京都,77,中10週,Y,,3,ジャスタウェイ,Shackleford,,
12,6,タイトニット,牡6,西村淳,栗東・今野,差し,5.8,4,2,,35.5,568(+10),阪神,48,中6週,Y,,3,キズナ,シンボリクリスエス,,B
13,7,トリポリタニア,牡4,北村友,栗東・上村,,4.7,2,1,,37.3,498(+16),京都,83,中11週,Y,,3,ルヴァンスレーヴ,ワイルドラッシュ,,
14,7,メイショウユズルハ,牡7,菱田,栗東・岡田,追込,283.6,16,15,,38.1,524(+20),京都,272,中38週,Y,Y,3,ディスクリートキャット,スペシャルウィーク,,
15,8,ロードプレジール,牡8,高杉,栗東・佐藤悠,差し,38.2,10,1,,37.2,506(+2),阪神,55,中7週,Y,,3,キングカメハメハ,ディープインパクト,,
16,8,ジューンアヲニヨシ,牡6,池添,栗東・松下,先行,13.1,7,9,,38.8,498(+8),京都,77,中10週,Y,,3,キズナ,ノボジャック,,B
