馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,サイオウガウマ,牝2,木幡初,美浦・本間,,9.8,3,,,,434(0),,,,,,,ウインブライト,アイルハヴアナザー,,
2,1,アイスアイスベイビ,牡2,菊沢,美浦・岩戸,,16.9,9,,,,458(0),,,,,,,ゴールドシップ,ダノンシャンティ,,
3,2,パルミエ,牝2,丸山,美浦・宮田,,47.3,12,,,,464(0),,,,,,,マインドユアビスケッツ,アサクサキングス,,
4,2,エアトベーレ,牝2,嶋田,美浦・手塚久,,15.5,7,,,,408(0),,,,,,,レイデオロ,ディープインパクト,,
5,3,ウインポーシャ,牝2,,美浦・矢嶋,,19.4,10,,,,472(0),,,,,,,リオンディーズ,ステイゴールド,,
6,3,ベルトラッキ,牡2,上里,美浦・加藤士,,112.9,16,,,,470(0),,,,,,,デクラレーションオブウォー,ルーラーシップ,,
7,4,キョウエイシュバル,牡2,石田,美浦・萱野,,65.6,13,,,,472(0),,,,,,,リアルスティール,マジェスティックウォリアー,,
8,4,カイキアス,牡2,吉田隼,栗東・松永幹,,10.1,4,,,,500(0),,,,,,,サトノダイヤモンド,Frankel,,
9,5,ショウグンマサムネ,牡2,荻野極,栗東・佐藤悠,,4.6,2,,,,472(0),,,,,,,スワーヴリチャード,ジャングルポケット,,
10,5,フォーチュンローズ,牝2,石川,美浦・上原佑,,16.6,8,,,,452(0),,,,,,,ハービンジャー,タニノギムレット,,
11,6,ノーブルスアーク,牝2,横山琉,美浦・尾形,,79.9,15,,,,428(0),,,,,,,シルバーステート,シンボリクリスエス,,
12,6,メジロピオラ,牝2,丹内,美浦・武井,,10.5,5,,,,470(0),,,,,,,リオンディーズ,マンハッタンカフェ,,
13,7,グルノーブル,牡2,秋山稔,美浦・佐藤吉,,77.0,14,,,,516(0),,,,,,,マクマホン,Southdale,,
14,7,タイキヴィグルーズ,牡2,今村,美浦・大竹,,34.1,11,,,,438(0),,,,,,,ハービンジャー,オルフェーヴル,,
15,8,シンショク,牡2,武藤,美浦・尾形,,15.3,6,,,,476(0),,,,,,,フィエールマン,アグネスデジタル,,
16,8,ホウオウストライク,牡2,小沢,栗東・池江,,2.9,1,,,,482(0),,,,,,,Good Magic,Flatter,,
