馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,スナークピカソ,牡4,吉田隼,栗東・高橋一,差し,9.0,4,7,,35.2,480(-6),小倉,20,中2週,Y,,3,アジアエクスプレス,ディープインパクト,,
2,1,ベルサ,牝4,永島,栗東・鈴木孝,先行,9.8,5,11,4歳以上1勝クラス,35.6,466(-6),小倉,35,中4週,Y,,3,マクフィ,ディープインパクト,,
3,2,リアライズオーラム,牡4,浜中,美浦・上原佑,差し,16.1,6,12,3歳以上1勝クラス,38.4,506(+14),京都,154,中21週,Y,,3,オルフェーヴル,マジェスティックウォリアー,,
4,2,ヴォラヴィア,牡4,古川奈,栗東・杉山佳,,61.4,12,5,,35.6,462(-2),阪神,7,連闘,Y,,3,エイシンフラッシュ,リンカーン,,
5,3,ゴールドブレス,セ5,松若,栗東・西園翔,差し,4.5,2,2,3歳以上1勝クラス,35.2,438(+6),中京,83,中11週,Y,,3,ゴールドシップ,ロージズインメイ,,B
6,3,ミッキーマドンナ,牝4,鮫島駿,美浦・堀,差し,2.2,1,3,4歳以上1勝クラス,34.0,460(-10),東京,20,中2週,Y,,3,エピファネイア,ディープインパクト,,
7,4,フェルシナ,牝4,高杉,栗東・西園翔,先行,7.4,3,2,3歳以上1勝クラス,35.5,462(+6),中京,83,中11週,Y,,3,ルーラーシップ,ダイワメジャー,,B
8,4,スタンピー,牝4,石神道,美浦・深山,先行,46.2,8,13,3歳以上1勝クラス,38.0,456(0),中京,91,中12週,Y,,3,アルアイン,グラスワンダー,,
9,5,ポッドロルフ,牡4,大久保,美浦・小野,差し,86.4,13,7,4歳以上1勝クラス,36.0,466(-14),中山,62,中8週,Y,,3,モズアスコット,ロードカナロア,,
10,5,ラマヌジャン,牡4,富田,栗東・宮地,差し,108.1,14,11,3歳未勝利,37.7,504(+6),札幌,189,中26週,Y,Y,3,カリフォルニアクローム,タニノギムレット,,
11,6,タイキバルドル,牡6,柴田裕,美浦・勢司,差し,47.7,9,10,3歳以上1勝クラス,34.0,480(+6),中京,90,中12週,Y,,3,ダイワメジャー,キングヘイロー,,
12,6,トリプルバレル,牡4,小林美,栗東・藤野,先行,112.9,15,11,4歳以上1勝クラス,36.4,478(-8),小倉,27,中3週,Y,,3,ロゴタイプ,エンパイアメーカー,,
13,7,オーバースタンド,牡4,小崎,栗東・小崎,差し,47.8,10,10,4歳以上1勝クラス,34.0,458(-2),阪神,21,中2週,Y,,3,モズアスコット,ディープインパクト,,
14,7,アラスカフレイバー,牡4,亀田,美浦・松永康,差し,48.2,11,9,4歳以上1勝クラス,37.1,502(+2),東京,21,中2週,Y,,3,リアルスティール,チチカステナンゴ,,
15,8,マサハヤヴォス,牡5,田山,栗東・茶木,,224.2,16,15,3歳以上1勝クラス,35.8,472(+2),阪神,77,中10週,Y,,1,ロゴタイプ,ジャングルポケット,,
16,8,ベイリークロア,牡4,小沢,栗東・大久保,先行,23.4,7,6,4歳以上1勝クラス,34.7,490(0),京都,48,中6週,Y,,3,エピファネイア,ディープインパクト,,
