着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,1,1,アスクコンナモンダ,牡4,57.0,川田,1:34.1,,1,3.0,34.9,栗東中内田,452(+4)
2,7,11,ペースセッティング,牡3,54.0,団野,1:34.2,クビ,6,16.4,35.6,栗東安田隆,484(0)
3,2,2,シュヴェルトライテ,牝4,56.0,和田竜,1:34.2,ハナ,11,35.2,35.3,美浦池上,436(-6)
4,8,13,トランキリテ,牡4,56.0,松山,1:34.5,1.3/4,5,15.8,34.9,栗東松永幹,472(+12)
5,4,5,クルゼイロドスル,牡3,55.0,坂井,1:34.5,アタマ,2,3.8,35.1,栗東高橋忠,474(0)
6,8,12,オールイズウェル,牡7,56.0,酒井,1:34.6,クビ,13,80.3,35.3,栗東佐々木,498(+4)
7,7,10,ボーデン,牡5,56.0,北村宏,1:34.6,アタマ,10,30.7,35.1,美浦木村,504(0)
8,4,4,アサヒ,牡4,57.0,幸,1:34.7,1/2,4,9.2,35.6,美浦金成,510(-2)
9,6,8,ヴィルヘルム,牡5,58.0,荻野極,1:34.7,クビ,7,19.3,36.0,栗東池江,506(-4)
10,5,6,ルージュラテール,牝4,55.0,菱田,1:34.7,クビ,9,20.6,35.1,栗東矢作,482(-6)
11,3,3,ベルクレスタ,牝4,55.0,藤岡康,1:35.3,3.1/2,3,5.2,36.3,栗東須貝,482(+2)
12,5,7,ダンテスヴュー,牡4,57.0,岩田望,1:35.4,3/4,8,19.8,36.2,栗東友道,474(+8)
13,6,9,スズカトップバゴ,セ5,55.0,太宰,1:36.9,9,12,74.2,37.8,栗東吉村,458(-6)
