着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,1,1,ベルウッドグラス,牡4,58.0,木幡巧,2:10.8,,6,13.7,39.6,美浦牧,488(0)
2,2,2,トクシースタローン,牡5,58.0,内田博,2:10.9,1/2,1,3.1,36.8,美浦辻,502(+4)
3,7,9,ムジェロ,牡4,58.0,戸崎圭,2:11.0,クビ,2,4.2,37.7,栗東藤原,512(-2)
4,5,5,サハラヴァンクール,牡6,58.0,田辺,2:11.2,1.1/4,10,57.9,36.8,美浦和田勇,484(0)
5,5,6,アメリカンエール,セ6,58.0,武藤,2:11.2,ハナ,12,157.4,38.8,美浦戸田,488(0)
6,6,8,キングサーガ,セ7,58.0,オシェ,2:11.4,1.1/2,4,6.0,39.5,栗東池江,494(-2)
7,7,10,フミヤングフェイス,牡4,58.0,松本,2:11.9,3,3,5.1,38.2,栗東新谷,506(-10)
8,8,11,アンクラウデッド,牡6,58.0,原,2:12.4,3.1/2,9,57.5,38.4,美浦古賀,504(+4)
9,4,4,コウユーパパニニテ,牡5,58.0,吉田豊,2:13.0,3.1/2,8,42.8,39.2,美浦辻,526(+2)
10,3,3,ショウサンキズナ,牡5,58.0,北村友,2:13.1,1/2,7,16.7,39.6,栗東松下,518(-2)
11,6,7,ロードディフィート,牡4,58.0,菅原明,2:14.6,9,11,75.9,41.1,美浦和田勇,428(-6)
12,8,12,ダノンヒューマ,牡4,58.0,岩田望,2:15.0,2.1/2,5,7.5,42.7,栗東大久保,476(+2)
