馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,ディアマンミノル,牡6,中村,栗東・本田,差し,2.1,1,3,障害3歳以上未勝利,13.3,468(0),中京,20,中2週,Y,,3,オルフェーヴル,デヒア,
2,2,コバルトブルー,牡7,小牧加,栗東・池江,差し,15.7,4,8,障害3歳以上未勝利,13.5,480(-4),中京,20,中2週,Y,,3,オルフェーヴル,Bluegrass Cat,
3,3,スターリングナウ B,牡3,石神,美浦・和田郎,追込,96.8,9,15,3歳未勝利,41.6,466(+4),福島,97,中13週,Y,,3,Super Saver,Gio Ponti,
4,4,パドカトル,牡7,小野寺,栗東・坂口,差し,81.4,8,13,,37.6,488(+10),中山,209,中29週,Y,Y,3,パドトロワ,ネオユニヴァース,
5,5,エイユーストロング,牡5,難波,栗東・鈴木孝,差し,46.7,7,9,障害4歳以上未勝利,13.4,472(-2),新潟,69,中9週,Y,,3,ダノンレジェンド,サクラバクシンオー,
6,6,ホウオウフラッシュ,牝4,草野,美浦・松山,差し,20.4,5,5,障害4歳以上未勝利,13.1,442(+2),新潟,69,中9週,Y,,3,エイシンフラッシュ,トーセンダンス,
7,7,アイファーヴァンズ,牡4,大江原,美浦・的場,差し,136.1,10,6,障害3歳以上未勝利,14.4,470(-4),東京,42,中5週,Y,,2,アイファーソング,グリーンアプローズ,
8,7,スマートルミエール,牡6,五十嵐,美浦・高橋文,差し,6.8,3,3,障害4歳以上未勝利,13.3,454(-6),新潟,62,中8週,Y,,3,ディープインパクト,ストラヴィンスキー,
9,8,セブンデイズ,牡5,上野,美浦・田中博,先行,2.3,2,2,障害3歳以上未勝利,13.3,496(+4),中京,20,中2週,Y,,3,ラブリーデイ,Broken Vow,
10,8,フランコイメル,牡5,黒岩,栗東・武英,,22.2,6,6,障害3歳以上未勝利,13.6,520(-4),中京,14,中1週,Y,,3,ベルシャザール,タニノギムレット,
