券種,組み合わせ,配当,人気
単勝,16,530,3
複勝,16,220,3
複勝,5,410,7
複勝,3,210,2
枠連,3-8,4440,24
馬連,5-16,5750,25
ワイド,5-16,1820,22
ワイド,3-16,730,6
ワイド,3-5,1220,13
馬単,16-5,10210,43
3連複,3-5-16,8960,25
3連単,16-5-3,62160,187
