券種,組み合わせ,配当,人気
単勝,13,370,2
複勝,13,160,1
複勝,16,240,4
複勝,17,470,7
枠連,7-8,760,4
馬連,13-16,1180,4
ワイド,13-16,490,4
ワイド,13-17,1070,10
ワイド,16-17,1640,18
馬単,13-16,2000,6
3連複,13-16-17,5200,15
3連単,13-16-17,19390,49
