着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,7,8,ラケマーダ,牡3,56.0,Mデム,1:33.9,,1,1.9,34.9,栗東千田,492(0)
2,4,4,アンジュフィールド,牝3,54.0,坂井,1:34.1,1.1/4,4,19.5,35.4,栗東矢作,446(-6)
3,3,3,ベルシャンブル,牝3,54.0,川田,1:34.2,クビ,2,1.9,35.1,栗東中内田,472(+18)
4,6,6,オックスリップ,牝3,54.0,鮫島駿,1:34.2,クビ,6,38.2,35.0,栗東杉山晴,466(+14)
5,1,1,スマイルスルー,牡3,56.0,団野,1:34.4,1,5,25.1,35.1,栗東斉藤崇,502(-8)
6,5,5,シャウラ,牝3,54.0,幸,1:34.4,クビ,9,108.0,34.7,栗東高橋忠,448(0)
7,8,10,スカパラダイス,牡3,56.0,岩田康,1:34.4,ハナ,8,94.4,34.8,栗東寺島,452(-4)
8,2,2,トウシンカーリン,牝3,54.0,長岡,1:34.4,ハナ,3,15.4,35.7,栗東杉山晴,454(-2)
9,8,9,ヘニータイフーン,牝3,54.0,岩田望,1:34.5,クビ,7,90.4,35.0,栗東中村,484(+6)
10,7,7,ファニーボーイ,牡3,56.0,藤岡康,1:35.7,7,10,263.0,37.2,栗東安達,480(+8)
