馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,ザメイダン,牡8,石神,美浦・新開,,22.9,6,14,,13.4,496(+6),東京,65,中8週,Y,,3,ルーラーシップ,クロフネ,,B
2,2,メモリーズオブユー,牡4,森一,栗東・高橋忠,先行,8.7,4,5,,13.5,520(-8),阪神,30,中3週,Y,,3,エピファネイア,キングカメハメハ,,
3,3,フロールシュタット,牡5,草野,美浦・戸田,先行,13.2,5,5,,13.8,478(+10),東京,85,中11週,Y,,3,クロフネ,スウェプトオーヴァーボード,,
4,4,ザレストノーウェア,牡6,蓑島,美浦・新開,差し,23.8,8,4,,13.6,470(+8),福島,51,中6週,Y,,3,ディープインパクト,Gold Away,,B
5,5,テイエムタツマキ,牡6,田村,栗東・武英,先行,100.7,9,6,,13.7,494(0),阪神,282,中39週,Y,Y,3,キズナ,クロフネ,,B
6,5,デストロイ,セ1,,美浦・土田,差し,168.5,12,9,3歳以上2勝クラス,37.8,500(-4),中山,99,中13週,Y,,3,キングヘイロー,ティンバーカントリー,,B
7,6,トモジャリア,牡6,大江原,美浦・小笠,先行,5.8,3,2,,13.4,478(+14),阪神,30,中3週,Y,,3,シニスターミニスター,キングカメハメハ,,
8,6,ファジュル,セ5,小牧加,栗東・藤沢,追込,117.9,10,10,,13.6,448(-4),阪神,23,中2週,Y,,3,サトノアラジン,サッカーボーイ,,
9,7,セブンデイズ,牡6,上野,美浦・田中博,先行,2.7,2,1,,13.4,506(+12),阪神,30,中3週,Y,,3,ラブリーデイ,Broken Vow,,
10,7,ロードトゥフェイム,牡6,五十嵐,美浦・尾形,差し,2.6,1,1,,13.1,518(+6),東京,65,中8週,Y,,3,マツリダゴッホ,ホワイトマズル,,
11,8,エクスパートラン,牡9,高田,栗東・小崎,先行,124.6,11,11,,13.7,474(+10),中山,37,中4週,Y,,3,ステイゴールド,ワイルドラッシュ,,
12,8,ウラエウス,セ6,中村,栗東・中村,先行,23.1,7,1,障害3歳以上未勝利,13.5,456(-2),中山,29,中3週,Y,,3,キンシャサノキセキ,Mt. Livermore,,
