馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,クリノフィガロ,牡5,団野,栗東・荒川,差し,14.6,5,2,4歳以上2勝クラス,37.1,500(0),京都,13,中1週,Y,,3,ゴールドシップ,スペシャルウィーク,
2,2,タカサンフェイス,牡6,松山,栗東・森田,,36.8,7,5,,38.8,482(+2),新潟,27,中3週,Y,,3,ゴールドシップ,クロフネ,
3,3,サパテアール,セ7,国分優,美浦・畠山,差し,194.9,11,12,4歳以上2勝クラス,38.5,530(-4),京都,13,中1週,Y,,3,プリサイスエンド,ダンスインザダーク,
4,4,バトンインディ B,牡5,,栗東・安達,先行,4.6,2,4,,37.5,472(-2),京都,34,中4週,Y,,3,パイロ,キングカメハメハ,
5,5,ドゥラエテルノ,牡4,武豊,栗東・武幸,差し,5.6,3,3,,36.8,470(0),東京,27,中3週,Y,,3,ドゥラメンテ,ハービンジャー,
6,5,ボクマダネムイヨ,牡3,川田,栗東・東田,差し,1.6,1,1,3歳1勝クラス,37.7,488(-2),京都,13,中1週,Y,,3,クリソベリル,エンパイアメーカー,
7,6,タイガースパーク,牡6,田口,栗東・大橋,差し,24.6,6,3,4歳以上2勝クラス,37.0,458(0),京都,13,中1週,Y,,3,リオンディーズ,ストリートセンス,
8,6,ゴルデールスカー,牡6,坂井,栗東・加藤公,先行,50.6,8,1,4歳以上1勝クラス,38.7,480(0),新潟,20,中2週,Y,,3,モーリス,フレンチデピュティ,
9,7,プライベートアイズ B,牡4,鮫島駿,栗東・小栗,差し,12.4,4,11,,37.2,494(+2),東京,21,中2週,Y,,3,マジェスティックウォリアー,ネオユニヴァース,
10,7,ヒデノレインボー,牡7,吉村,栗東・梅田,差し,158.1,10,7,4歳以上2勝クラス,37.5,500(-2),京都,20,中2週,Y,,3,シニスターミニスター,ゴールドアリュール,
11,8,フクキタテーラー,牝4,菱田,栗東・緒方,差し,61.4,9,6,4歳以上2勝クラス,37.1,448(-2),京都,20,中2週,Y,,3,ルヴァンスレーヴ,アイルハヴアナザー,
12,8,エクストラノート,セ9,藤懸,美浦・加藤和,差し,289.3,12,9,,38.6,480(-10),新潟,27,中3週,Y,,3,アイルハヴアナザー,ゴールドアリュール,
