馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,メイショウピース,牝6,丸山,栗東・高橋亮,差し,14.5,8,4,,34.8,472(-14),福島,84,中11週,Y,,3,リオンディーズ,Hurricane Run,
2,1,ポエットリー,牝5,鮫島駿,栗東・平田,差し,17.3,9,3,,33.6,474(-2),札幌,189,中26週,Y,Y,3,ダイワメジャー,Rail Link,
3,2,デイトナモード,牡6,小崎,栗東・千田,差し,24.9,14,16,,38.6,544(+4),東京,63,中8週,Y,,3,アメリカンペイトリオット,スズカマンボ,
4,2,ハートホイップ,牝7,横山琉,美浦・蛯名利,先行,41.1,16,6,,33.7,494(+4),中山,55,中7週,Y,,3,ジョーカプチーノ,クロフネ,
5,3,ロードトレイル,牡5,浜中,栗東・藤岡,先行,19.4,11,5,,34.9,486(+4),中京,48,中6週,Y,,3,ロードカナロア,ディープインパクト,
6,3,レッドエヴァンス B,セ5,斎藤,栗東・東田,先行,7.8,2,6,,33.5,494(0),新潟,105,中14週,Y,,3,ロードカナロア,ディープインパクト,
7,4,トーラスシャイン B,牡5,松本,栗東・田中克,,8.3,3,9,,34.9,478(0),中山,55,中7週,Y,,3,ファインニードル,ディープインパクト,
8,4,ベイビーキッス,牝4,菊沢,美浦・青木,先行,7.1,1,2,,33.7,458(+6),中京,48,中6週,Y,,3,サンダースノー,フサイチコンコルド,
9,5,ミルテンベルク,牡5,亀田,栗東・武英,差し,12.7,7,13,,33.3,492(+6),京都,69,中9週,Y,,3,モーリス,ディープインパクト,
10,5,トールキン,牡6,古川吉,栗東・西園正,差し,40.0,15,8,,34.3,500(+2),新潟,105,中14週,Y,,3,ダイワメジャー,キングカメハメハ,
11,6,ロードマイライフ B,牡5,西塚,栗東・佐藤悠,先行,19.8,12,6,,33.6,506(0),阪神,34,中4週,Y,,3,ロードカナロア,ジャングルポケット,
12,6,スコーピオン,牡5,角田和,美浦・武藤,先行,46.7,18,9,,35.3,488(-2),中山,26,中3週,Y,,3,ビッグアーサー,スウェプトオーヴァーボード,
13,7,パクスロマーナ,牝6,小沢,栗東・加藤公,,22.1,13,7,,34.8,448(+4),中山,55,中7週,Y,,3,ネロ,アンライバルド,
14,7,ナムラローズマリー,牝5,藤懸,栗東・羽月,先行,10.7,6,5,,33.9,462(+2),福島,84,中11週,Y,,3,ミッキーアイル,ヨハネスブルグ,
15,7,ルーフ,牝6,松若,栗東・清水久,差し,8.5,4,5,,33.8,500(-4),中山,55,中7週,Y,,3,ダイワメジャー,Fastnet Rock,
16,8,エスペシャリー,牝4,富田,栗東・四位,,18.2,10,9,,34.8,440(-2),福島,84,中11週,Y,,3,スワーヴリチャード,Shamardal,
17,8,ゴールドサーベル,牡5,荻野琢,栗東・大久保,追込,43.8,17,8,,33.6,474(+4),福島,84,中11週,Y,,3,レッドファルクス,ステイゴールド,
18,8,ブラックケリー,牝4,丹内,栗東・長谷川,先行,8.8,5,4,,35.2,432(0),中京,48,中6週,Y,,3,モーリス,ストラヴィンスキー,
