馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,グリュースゴット B,セ7,木幡育,美浦・松永康,差し,262.8,16,15,,37.1,484(0),中山,98,中13週,Y,,3,ヘニーヒューズ,ゼンノロブロイ,
2,1,ミユキアイラブユー,セ6,横山琉,美浦・小島,差し,26.4,8,15,,36.4,562(-4),京都,62,中8週,Y,,3,ルーラーシップ,エンドスウィープ,
3,2,アロットドリーム,牝5,吉田豊,栗東・本田,先行,42.6,10,6,,36.0,458(+4),京都,62,中8週,Y,,3,ディスクリートキャット,ワイルドラッシュ,
4,2,ハッピーロンドン,牡5,菊沢,美浦・菊沢,先行,30.1,9,9,,37.1,490(-8),東京,140,中19週,Y,,3,グレーターロンドン,アグネスデジタル,
5,3,ドンレパルス B,牡6,菅原明,美浦・高木,差し,8.5,4,3,,35.9,520(+2),東京,28,中3週,Y,,3,ディスクリートキャット,サウスヴィグラス,
6,3,フラップシグナス,牡6,三浦,栗東・千田,差し,49.3,12,4,,36.3,490(-4),福島,83,中11週,Y,,3,ローエングリン,ワイルドラッシュ,
7,4,アシャカタカ,牡5,津村,美浦・鈴木伸,逃げ,73.6,13,8,,38.0,472(+2),福島,83,中11週,Y,,3,ファインニードル,ハーツクライ,
8,4,トーアアイギス,牝4,江田照,美浦・村田,先行,158.9,14,14,,35.3,484(+6),中山,97,中13週,Y,,3,レッドファルクス,タイキシャトル,
9,5,クリダーム,牡5,荻野極,美浦・上原佑,差し,46.3,11,6,,36.8,502(0),福島,83,中11週,Y,,3,ハーツクライ,サクラバクシンオー,
10,5,アイアムユウシュン,牡4,戸崎圭,美浦・奥平,先行,12.0,5,10,,38.0,510(-6),中山,160,中22週,Y,,3,ヘニーヒューズ,アグネスタキオン,
11,6,エコロアゼル,牡3,丸山,栗東・森秀,,2.1,1,1,,35.1,518(-2),阪神,21,中2週,Y,,3,Shancelot,Twirling Candy,
12,6,ルディック B,牡4,北村友,栗東・高野,先行,5.5,2,3,,36.4,520(0),阪神,20,中2週,Y,,3,Into Mischief,Medaglia d'Oro,
13,7,ブレーザー,牡4,田辺,美浦・伊坂,差し,21.1,7,9,,36.1,522(-2),京都,62,中8週,Y,,3,シゲルカガ,Birdstone,
14,7,レアグリフォン,牡4,杉原,美浦・稲垣,差し,172.0,15,7,,37.5,466(+2),福島,83,中11週,Y,,3,リオンディーズ,キンシャサノキセキ,
15,8,オーブルクール,牝4,石橋脩,美浦・矢野,先行,7.2,3,1,4歳以上2勝クラス,36.5,470(-4),中山,84,中11週,Y,,3,デクラレーションオブウォー,タイキシャトル,
16,8,ショウナンアビアス,牡5,大野,美浦・加藤士,差し,17.1,6,9,,36.5,500(-2),東京,70,中9週,Y,,3,ドレフォン,キングカメハメハ,
