馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,マルカオペラ,牝4,小沢,栗東・浜田,先行,6.6,4,3,4歳以上1勝クラス,33.8,480(0),阪神,57,中7週,Y,,3,ハービンジャー,クロフネ,
2,2,イリスレーン,牝5,長浜,栗東・清水久,,9.4,5,7,4歳以上1勝クラス,36.5,486(+8),福島,56,中7週,Y,,3,ハーツクライ,Dubawi,
3,3,クモヒトツナイ,牡3,松岡,美浦・堀内,先行,3.2,1,2,,35.5,472(-2),中山,64,中8週,Y,,3,アルアイン,キングカメハメハ,
4,4,ウィズマスタング,牡3,斎藤,栗東・西園翔,差し,28.8,10,1,3歳未勝利,34.5,442(-6),新潟,22,中2週,Y,,3,レイデオロ,Candy Ride,
5,4,ウインシャーガス,牝3,佐々木,栗東・杉山晴,先行,5.9,3,1,3歳未勝利,35.8,472(+4),福島,64,中8週,Y,,3,キズナ,コンデュイット,
6,5,シンゼンカガ,牡3,,栗東・荒川,先行,113.4,12,6,,35.1,440(-6),京都,120,中16週,Y,,3,トーセンラー,Smart Strike,
7,5,ゴーゴータカシ,牡3,岩田康,美浦・武井,差し,17.6,7,6,3歳1勝クラス,33.5,486(+2),阪神,56,中7週,Y,,3,モーリス,ハーツクライ,
8,6,ルージュミレネール,牝3,浜中,美浦・斎藤誠,,24.3,9,6,3歳1勝クラス,37.2,440(+2),中山,78,中10週,Y,,3,スワーヴリチャード,ディープブリランテ,
9,6,ヴィーナスバブル,牝3,松若,栗東・東田,先行,58.4,11,1,3歳未勝利,36.7,432(+20),阪神,91,中12週,Y,,3,ダノンバラード,ハーツクライ,
10,7,ゲンジ,牡3,丹内,美浦・尾形,先行,4.1,2,2,3歳1勝クラス,34.0,426(+10),中山,70,中9週,Y,,3,オルフェーヴル,クロフネ,
11,7,プレミアシップ,牡3,吉田隼,栗東・吉岡,差し,13.9,6,7,,35.3,510(+16),福島,57,中7週,Y,,3,ゴールドシップ,ディスクリートキャット,
12,8,キタノクニカラ,牝3,川端,美浦・小島,差し,24.0,8,5,3歳1勝クラス,33.7,388(+8),中山,57,中7週,Y,,3,ダノンバラード,アイルハヴアナザー,
13,8,マイバラード,牡5,中井,美浦・松永康,差し,115.6,13,11,4歳以上1勝クラス,37.6,476(0),小倉,105,中14週,Y,,3,ダノンバラード,ロージズインメイ,
