コーナー,通過順
1コーナー,"1(5,4)8,2(11,6)7-3-(9,10)"
2コーナー,"1(5,4)8-2,6,11-(7,3)-9,10"
3コーナー,"1-8,5,2-4(11,3)-6=(9,10)-7"
4コーナー,"(*1,2)(5,8)-3,11-4-6-(9,10)=7"
