馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,コスモフロイデ,牡5,富田,美浦・天間,先行,16.5,6,3,,35.8,476(-4),小倉,21,中2週,Y,,3,コパノリッキー,ステイゴールド,
2,2,チュウワモーニング B,牝4,小崎,栗東・小崎,差し,125.9,13,16,,39.0,448(-2),小倉,42,中5週,Y,,2,キズナ,Acatenango,
3,2,ヤマニンループ,牡5,永島,栗東・松永幹,追込,7.1,4,5,,33.6,440(-4),札幌,195,中27週,Y,Y,3,ディープインパクト,チチカステナンゴ,
4,3,マイネルメモリー,牡4,吉田隼,栗東・宮,差し,4.5,2,7,,33.6,468(-4),京都,118,中16週,Y,,3,ゴールドシップ,スターオブコジーン,
5,3,ディープレイヤー,牡5,,美浦・大和田,差し,18.3,7,5,,34.5,484(-10),小倉,41,中5週,Y,,3,ディーマジェスティ,トウカイテイオー,
6,4,レミージュ,牝4,荻野極,栗東・松永幹,差し,20.6,9,12,,36.6,436(-4),小倉,13,中1週,Y,,3,キズナ,Gone West,
7,4,マリネロ B,牝5,丹内,美浦・嘉藤,先行,3.2,1,1,4歳以上1勝クラス,37.8,430(+2),小倉,21,中2週,Y,,3,ゴールドシップ,Teofilo,
8,5,アトミックフレア,牝6,泉谷,栗東・渡辺,差し,15.7,5,4,,35.1,448(0),小倉,13,中1週,Y,,3,ドゥラメンテ,Bahri,
9,5,クリノキングボス,牡7,城戸,美浦・天間,追込,307.8,15,9,,35.2,470(-2),京都,28,中3週,Y,,3,キングカメハメハ,Excellent Art,
10,6,ホウオウユニコーン B,牡5,丸山,美浦・奥村武,追込,19.7,8,10,,35.4,476(-4),小倉,7,連闘,Y,,3,ゴールドシップ,ルーラーシップ,
11,6,ヒルノエドワード B,牡7,勝浦,栗東・昆,追込,115.3,12,9,,36.0,478(-6),小倉,21,中2週,Y,,3,ルーラーシップ,ネオユニヴァース,
12,7,スズカハービン,牡4,菱田,栗東・高橋忠,追込,22.3,10,11,,36.0,466(+4),阪神,58,中7週,Y,,3,ハービンジャー,サンデーサイレンス,
13,7,テリオスマナ,牝6,和田竜,栗東・松下,差し,5.1,3,5,,34.2,464(-2),京都,28,中3週,Y,,3,エピファネイア,デインヒル,
14,8,コルベイユ,牝5,石田,美浦・新開,,199.8,14,8,,35.8,436(-2),小倉,21,中2週,Y,,3,リーチザクラウン,タイキシャトル,
15,8,ダディーズトリップ,牡8,秋山真,栗東・千田,差し,26.8,11,8,,36.4,466(+10),京都,48,中6週,Y,,3,ドリームジャーニー,デインヒル,
