着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,5,7,レッドラグラス,牡4,58.0,藤岡佑,1:45.4,,5,9.1,38.1,栗東中内田,494(+14)
2,2,2,ビーアイオラクル,牡5,58.0,横山武,1:45.7,1.3/4,1,3.7,38.9,栗東牧田,490(0)
3,8,13,メリタテス,牝4,56.0,菱田,1:45.7,ハナ,4,7.7,37.7,栗東矢作,428(-4)
4,3,4,アセレラシオン,牡3,55.0,鮫島駿,1:45.8,3/4,3,5.5,37.9,栗東浜田,526(+4)
5,8,14,スズカマジェスタ,牡5,58.0,佐々木,1:46.3,3,6,13.1,38.2,栗東須貝,442(+4)
6,4,6,サヴァビアン,牡6,58.0,小林凌,1:46.3,アタマ,13,105.9,38.0,栗東羽月,436(-2)
7,7,12,ディサイド,牡5,58.0,三浦,1:46.4,クビ,14,117.4,37.5,栗東高野,488(-2)
8,7,11,ベイパーコーン,セ5,58.0,角田河,1:46.4,クビ,12,79.8,37.8,栗東鈴木孝,464(-6)
9,4,5,グランドエスケープ,牡3,55.0,水口,1:46.5,クビ,2,4.4,39.3,栗東藤沢,468(0)
10,6,9,コパノアントニオ,牡3,55.0,高杉,1:46.5,ハナ,8,17.4,38.8,栗東梅田,472(+2)
11,5,8,シャドウレディー,牝4,56.0,北村友,1:46.5,クビ,11,38.1,37.7,美浦金成,434(-10)
12,1,1,サハラヴァンクール,牡6,58.0,永野,1:46.8,1.1/2,10,29.6,37.6,美浦和田勇,482(+2)
13,6,10,テンクウジョー,牡3,55.0,横山和,1:46.8,ハナ,7,15.7,38.6,美浦小西,480(+8)
14,3,3,タケルペガサス,牡6,58.0,岩田康,1:47.3,3,9,18.9,40.3,美浦加藤征,496(+4)
