着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,3,3,ペリエール,牡3,56.0,福永,1:37.2,,1,2.1,36.4,美浦黒岩,476(0)
2,7,11,ゼットリアン,牡3,56.0,バシュ,1:37.4,1.1/2,11,52.2,36.9,栗東吉田,426(-14)
3,7,12,エクロジャイト,牡3,56.0,坂井,1:38.0,3.1/2,9,46.1,38.0,栗東安田隆,504(-12)
4,4,6,グレートサンドシー,牡3,56.0,モレイ,1:38.0,ハナ,2,3.9,36.7,栗東中内田,498(-2)
5,5,8,ゴライコウ,牡3,57.0,川田,1:38.0,クビ,4,15.4,37.0,栗東新谷,516(+10)
6,8,13,ドンデンガエシ,牡3,56.0,大野,1:38.1,クビ,8,37.9,36.8,美浦尾関,472(-4)
7,4,5,モンドプリューム,牡3,56.0,三浦,1:38.1,クビ,7,29.7,38.0,美浦水野,492(+6)
8,1,1,ツウカイリアル,牡3,56.0,Mデム,1:38.3,1.1/2,6,20.8,36.9,栗東庄野,478(-2)
9,8,14,オメガタキシード,牡3,56.0,戸崎圭,1:38.4,クビ,10,46.9,36.6,栗東松永幹,450(+4)
10,2,2,クロックフォード,牡3,56.0,ルメー,1:38.6,1.1/2,5,18.9,37.6,美浦高木,504(0)
11,3,4,フジラプンツェル,牝3,54.0,吉田豊,1:38.7,クビ,14,256.0,37.1,美浦高橋文,506(0)
12,6,10,サンデーファンデー,牡3,56.0,浜中,1:39.5,5,13,159.0,39.1,栗東音無,522(-18)
13,5,7,オマツリオトコ,牡3,58.0,横山武,1:40.1,4,3,4.4,39.1,美浦伊藤圭,484(0)
14,6,9,メタマックス,牡3,56.0,武豊,1:40.4,2,12,53.1,38.7,栗東森,522(+8)
