馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,マテンロウゲイル,牡3,横山和,栗東・野中,差し,2.1,1,2,,34.5,502(-2),中山,62,中8週,Y,,3,エピファネイア,Candy Ride,,
2,2,コレオシークエンス,牡3,浜中,栗東・佐藤悠,,8.2,4,4,,33.8,442(-2),京都,39,中5週,Y,,2,サートゥルナーリア,ディープインパクト,,
3,3,コロナドブリッジ,牡3,丸山,栗東・庄野,,8.5,5,1,,33.4,524(+8),阪神,98,中13週,Y,,3,ベンバトル,ディープインパクト,,
4,4,ショウナンバンライ,牡3,北村友,栗東・松下,先行,42.7,10,1,3歳未勝利,34.4,474(+2),阪神,20,中2週,Y,,3,オルフェーヴル,Candy Ride,,
5,5,エチゴドラゴン,牡3,,栗東・宮本,逃げ,17.6,8,1,2歳未勝利,36.3,474(+6),阪神,182,中25週,Y,Y,3,リアルスティール,Milt's Overture,,
6,5,ブラックハヤテ,牡3,丹内,美浦・蛯名利,差し,12.6,7,1,,35.0,450(0),小倉,35,中4週,Y,,3,ダノンバラード,ナカヤマフェスタ,,
7,6,サヴォアフェール,牡3,松山,栗東・杉山晴,先行,6.8,2,1,3歳未勝利,37.7,502(+6),京都,68,中9週,Y,,2,エピファネイア,キングカメハメハ,,
8,6,エイシンイグニース,牡3,田口,栗東・野中,逃げ,39.8,9,1,3歳未勝利,36.0,488(0),小倉,27,中3週,Y,,2,スクリーンヒーロー,キングカメハメハ,,
9,7,ロードフィレール,牡3,坂井,栗東・吉岡,先行,12.4,6,1,2歳未勝利,35.9,524(+6),新潟,224,中31週,Y,Y,2,キズナ,オルフェーヴル,,
10,7,ミリオンクラウン,牡3,吉田隼,美浦・和田雄,先行,253.0,11,7,,42.6,496(-7),船橋,136,中18週,,,2,リーチザクラウン,パイロ,,
11,8,コレデヨカロウ,牡3,角田和,栗東・角田,差し,352.8,12,1,名古屋CC,40.7,454(-8),名古屋,37,中4週,,,2,グレーターロンドン,ホワイトマズル,,
12,8,キッコベッロ,牡3,武豊,栗東・友道,差し,7.5,3,2,,35.1,492(0),小倉,35,中4週,Y,,3,Study of Man,Scat Daddy,,
