着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,5,9,ゼッフィーロ,牡4,57.0,モレイ,2:29.9,,1,2.4,34.2,栗東池江,470(-2)
2,8,17,マイネルウィルトス,牡7,57.0,横山武,2:30.1,1,5,11.8,34.7,栗東宮,480(0)
3,2,4,チャックネイト,セ5,56.0,大野,2:30.1,クビ,2,5.2,34.7,美浦堀,478(-4)
3,7,14,ヒートオンビート,牡6,59.0,石川,2:30.1,クビ,4,11.6,34.5,栗東友道,476(-8)
5,4,7,セファーラジエル,牡5,56.0,松岡,2:30.3,1,15,99.3,35.3,栗東高柳大,524(+2)
6,6,12,ハーツイストワール,牡7,57.0,田辺,2:30.3,ハナ,11,39.4,34.7,美浦国枝,478(+2)
7,1,2,レッドバリエンテ,牡4,55.0,永野,2:30.3,ハナ,8,19.5,34.4,栗東中内田,478(0)
8,3,6,アフリカンゴールド,セ8,58.0,国分恭,2:30.3,クビ,12,48.8,35.6,栗東西園正,472(-4)
9,1,1,プリュムドール,牝5,54.0,岩田康,2:30.3,クビ,10,31.9,34.3,栗東奥村豊,478(+6)
10,8,16,テーオーロイヤル,牡5,58.5,浜中,2:30.5,3/4,7,18.8,35.2,栗東岡田,454(-2)
11,3,5,アーティット,牡4,57.0,菅原明,2:30.6,3/4,6,15.1,35.4,栗東友道,486(-8)
12,7,15,ユーキャンスマイル,牡8,58.0,石橋脩,2:30.8,1.1/4,13,51.6,35.0,栗東友道,504(-10)
13,7,13,ディアスティマ,牡6,57.5,北村友,2:31.0,1.1/4,3,7.7,35.4,栗東高野,488(+4)
14,2,3,ヒュミドール,セ7,56.0,津村,2:31.0,ハナ,14,59.1,35.5,美浦小手川,472(+4)
15,6,11,グランオフィシエ,牡5,57.0,北村宏,2:31.0,クビ,9,29.8,35.9,美浦久保田,466(-4)
16,4,8,アリストテレス,牡6,57.0,内田博,2:31.2,1.1/2,16,106.2,36.3,栗東上村,474(-16)
17,5,10,ジャンカズマ,牡5,54.0,小沢,2:31.2,ハナ,17,149.1,36.2,栗東小栗,490(+8)
18,8,18,アサマノイタズラ,牡5,56.0,柴田善,2:31.4,3/4,18,176.3,36.3,美浦手塚,510(0)
