着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,2,3,タイセイエピソード,牡4,58.0,Mデム,1:52.4,,7,52.5,38.3,栗東杉山晴,476(0)
2,4,6,コスタノヴァ,牡3,55.0,ルメー,1:52.5,1/2,1,2.0,39.3,美浦木村,492(+2)
3,2,2,モルチャン,牝3,53.0,三浦,1:52.6,クビ,4,10.4,37.6,美浦武井,502(+2)
4,8,14,ティルドーン,牡3,55.0,川田,1:52.8,1.1/4,3,4.5,38.9,栗東森秀,518(+6)
5,1,1,ミエノナイスガイ,牡4,58.0,石橋脩,1:53.4,4,12,109.9,37.6,美浦上原佑,470(-2)
6,6,10,プルモナリア,牝5,56.0,菅原明,1:53.5,1/2,6,33.2,37.5,栗東中竹,480(+4)
7,7,13,ドローム,牝5,56.0,松岡,1:53.5,ハナ,8,53.5,39.4,栗東飯田雄,460(-4)
8,5,9,マテンロウガイ,牡3,55.0,津村,1:53.5,アタマ,2,4.1,38.2,栗東角田,510(-6)
9,5,8,スズノイナズマ,セ5,58.0,柴田大,1:53.6,クビ,14,120.4,38.1,美浦深山,462(-2)
10,3,4,サンライズゴラッソ,牡5,58.0,菱田,1:53.9,1.3/4,9,53.6,40.0,栗東河内,510(+12)
11,4,7,ケンアンビシャス,牡5,58.0,田辺,1:53.9,アタマ,13,113.6,38.7,美浦久保田,472(-8)
12,7,12,イスカンダル,牡4,58.0,菊沢,1:54.4,3,10,89.1,38.2,美浦武藤,472(+6)
13,6,11,サイモンメガライズ,牡5,58.0,石川,1:54.6,1,11,106.2,39.5,栗東小林,500(-2)
14,8,15,ジョイウイン,牡6,58.0,木幡巧,1:54.9,1.3/4,15,146.8,40.9,美浦牧,486(-2)
15,3,5,ジャスリー,牡3,55.0,戸崎圭,1:56.3,8,5,15.0,41.4,美浦田島,520(-6)
