着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,2,2,ダンツシタン,牡3,55.0,太宰,1:53.9,,1,3.2,39.2,栗東本田,532(-2)
2,6,8,マハートマーベル,牡4,58.0,吉村,1:54.3,2.1/2,10,46.3,39.1,栗東西村,460(-4)
3,7,10,ノボリクレバー,牝6,56.0,団野,1:54.5,1.1/4,6,11.0,40.0,栗東石橋,504(+2)
4,7,9,テイエムパイロット,牡4,58.0,柴田裕,1:54.7,3/4,7,14.3,40.1,栗東秋山,508(+8)
5,8,11,キングオブフジ,牡5,58.0,中井,1:54.8,1/2,9,44.9,39.4,栗東角田,510(-4)
6,5,6,ナチュラルリバー,牡6,58.0,富田,1:54.8,クビ,12,284.3,40.0,栗東宮地,486(+2)
7,6,7,ハギノコラソン,牝4,56.0,荻野極,1:55.4,3.1/2,3,5.1,40.4,栗東寺島,468(-2)
8,4,4,ジョータルマエ,セ6,58.0,鮫島良,1:55.4,クビ,2,4.3,40.9,栗東河嶋,500(0)
9,1,1,ジェシーテソーロ,牡4,58.0,幸,1:56.0,3.1/2,8,32.6,40.9,美浦牧,494(+6)
10,3,3,アイブリンク,牝4,56.0,松山,1:56.2,1.1/2,4,7.1,40.6,栗東大久保,482(0)
11,8,12,メイショウジェンマ,牡6,58.0,角田和,1:57.3,7,11,146.5,41.0,栗東飯田,452(-6)
12,5,5,ユウトザユウト,牡4,58.0,坂井,1:58.2,5,5,7.7,43.4,栗東小崎,506(-2)
