馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,ジーニアスバローズ,牡4,岩田望,栗東・辻野,先行,8.3,3,6,,37.3,460(+4),小倉,50,中6週,Y,,3,ハーツクライ,サクラバクシンオー,
2,2,ムルソー,牡3,戸崎圭,栗東・斉藤崇,,1.4,1,5,,39.2,514(+12),京都,134,中18週,Y,,3,レイデオロ,エンパイアメーカー,
3,3,ブレイゼスト,牡4,Ｍデム,美浦・牧,先行,11.1,4,6,,38.1,530(-4),新潟,35,中4週,Y,,3,デクラレーションオブウォー,キングカメハメハ,
4,3,メジェド,牡4,藤岡佑,栗東・佐々木,差し,26.1,6,8,,38.3,538(+4),京都,112,中15週,Y,,3,キズナ,Unbridled's Song,
5,4,テイエムシニスター,牡5,古川吉,栗東・木原,先行,274.9,14,11,,39.5,500(-8),中京,29,中3週,Y,,3,シニスターミニスター,ダンスインザダーク,
6,4,ショーヘーフェイス,牡4,松山,栗東・荒川,差し,12.5,5,1,3歳以上1勝クラス,38.8,542(+6),中京,22,中2週,Y,,3,シルバーステート,フレンチデピュティ,
7,5,ピジョンブラッド,牝5,西村淳,栗東・荒川,差し,135.8,12,8,,37.3,502(-4),小倉,56,中7週,Y,,3,パイロ,ダンスインザダーク,
8,5,ヒデノレインボー,牡5,丸山,栗東・梅田,差し,121.9,10,5,東京カップ,38.0,488(-2),盛岡,33,中4週,,,2,シニスターミニスター,ゴールドアリュール,
9,6,メイトースイ,牡4,,栗東・羽月,差し,41.4,7,3,,38.1,426(0),中京,29,中3週,Y,,3,フリオーソ,フレンチデピュティ,
10,6,デルマアートマン,セ3,小崎,栗東・友道,先行,6.1,2,1,3歳以上1勝クラス,38.2,470(-2),中京,29,中3週,Y,,3,オルフェーヴル,Flower Alley,
11,7,ドンアチェカ,牡4,菅原明,栗東・千田,先行,132.4,11,14,3歳以上2勝クラス,39.1,484(+8),京都,84,中11週,Y,,3,マジェスティックウォリアー,フジキセキ,
12,7,メイショウマントル B,牡6,国分優,栗東・安達,追込,238.7,13,8,,36.7,520(+4),小倉,50,中6週,Y,,3,メイショウボーラー,Fusaichi Pegasus,
13,8,レッドベルアーム,牡5,菱田,栗東・藤原,先行,74.9,8,7,,38.3,518(+4),中京,14,中1週,Y,,3,ハーツクライ,Unbridled's Song,
14,8,ワンダーブレット,セ5,角田和,栗東・笹田,差し,91.0,9,13,,38.0,510(+6),小倉,50,中6週,Y,,3,アジアエクスプレス,ディープスカイ,
