着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,8,15,アコークロー,牝6,56.0,丸田,2:37.8,,2,4.8,40.6,美浦大竹,500(+2)
2,1,2,インペリアルライン,セ6,58.0,丹内,2:38.0,1.1/4,4,7.3,40.7,美浦中舘,482(-2)
3,2,3,トクシースタローン,牡6,58.0,内田博,2:38.5,3,7,8.9,40.9,美浦辻,508(-2)
4,7,13,ハーバーライト,牡4,57.0,津村,2:38.6,クビ,3,6.5,41.3,栗東高橋忠,530(+6)
5,5,9,マウンテンエース,牡5,58.0,石橋脩,2:39.1,3,6,7.6,41.9,美浦和田雄,514(+6)
6,7,14,ヴォランテ,牡5,58.0,大野,2:39.5,2.1/2,13,124.3,41.0,栗東羽月,474(+8)
7,4,8,ネイチャーシップ,牡7,58.0,長浜,2:39.5,ハナ,10,40.6,42.0,美浦根本,508(+6)
8,8,16,アトラクティーボ,牡6,58.0,武藤,2:39.6,クビ,9,29.1,42.6,美浦武藤,530(-4)
9,6,12,ユアフラッシュ,牝5,56.0,キング,2:40.0,2.1/2,1,4.4,43.0,栗東辻野,464(+2)
10,2,4,コルデアニル,牝5,56.0,野中,2:41.2,7,12,99.6,43.1,美浦金成,490(+16)
11,4,7,ヴォーグマチネ,牡7,58.0,菊沢,2:41.3,クビ,15,267.7,43.4,美浦堀内,500(+12)
12,1,1,ラミアストラーダ,牡5,58.0,丸山,2:42.6,8,11,94.8,44.4,栗東田中克,486(+2)
13,3,5,ブロンディール,牝5,56.0,江田照,2:45.4,大,14,132.7,45.7,美浦深山,484(-2)
14,6,11,ハイランドリンクス,牝5,56.0,佐々木,2:46.6,7,8,17.0,48.0,栗東奥村豊,482(0)
15,5,10,ベラジオボッキーニ,セ6,58.0,柴田大,2:46.6,ハナ,16,360.0,48.0,美浦粕谷,514(+4)
16,3,6,アーマルコライト,牡4,57.0,マーカ,2:53.6,大,5,7.5,54.8,栗東寺島,522(+2)
