馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,ゴールドブレイズ,牡3,横山武,美浦・浅利,,6.1,4,3,3歳以上1勝クラス,37.3,432(0),函館,49,中6週,Y,,3,ゴールドドリーム,ロードカナロア,
2,2,ココデイック,牡4,ロイド,栗東・藤岡健,差し,11.5,6,7,3歳以上1勝クラス,37.7,494(+2),札幌,20,中2週,Y,,3,ゴールドドリーム,ロージズインメイ,
3,3,メイショウコシュウ,牡3,武豊,栗東・松永幹,差し,5.7,3,2,3歳以上1勝クラス,38.6,488(-2),札幌,13,中1週,Y,,3,ナダル,スズカマンボ,
4,4,サマーナイト,牡4,レーン,栗東・寺島,差し,3.5,2,3,3歳以上1勝クラス,36.7,494(0),札幌,21,中2週,Y,,3,ルーラーシップ,アグネスタキオン,
5,5,ジュジュドール,牝3,吉村智,栗東・西園翔,差し,225.4,11,11,3歳以上1勝クラス,36.6,450(-4),札幌,6,連闘,Y,,3,レイデオロ,Exceed And Excel,
6,6,ブリオメンテ,牡5,岩田望,栗東・千田,先行,26.6,7,9,3歳以上1勝クラス,39.7,566(-6),札幌,13,中1週,Y,,3,ドゥラメンテ,ストラヴィンスキー,
7,6,ロードスカイブルー B,牡4,落合玄,美浦・和田勇,差し,79.9,8,6,3歳以上1勝クラス,38.0,482(-2),札幌,21,中2週,Y,,3,ウインブライト,ロージズインメイ,
8,7,ポンピエ,牡5,鮫島駿,栗東・井上,差し,7.2,5,4,3歳以上1勝クラス,39.2,456(-2),札幌,13,中1週,Y,,3,レッドファルクス,シンボリクリスエス,
9,7,マロンカラノテガミ,牝4,丹内,美浦・清水英,先行,97.2,9,14,3歳以上1勝クラス,36.6,436(0),札幌,13,中1週,Y,,1,ガルボ,マイネルセレクト,
10,8,グルーヴィーオン B,牝4,原田和,美浦・小手川,先行,154.1,10,12,3歳以上1勝クラス,42.2,480(-4),札幌,14,中1週,Y,,3,ダノンレジェンド,タートルボウル,
11,8,ロングミックス,牡3,横山典,美浦・村田,先行,3.0,1,4,,34.3,494(-2),札幌,13,中1週,Y,,3,ベンバトル,ローエングリン,
