馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,ロープスピニング,牝5,武藤,美浦・武藤,先行,53.1,8,10,3歳以上2勝クラス,38.0,450(+16),京都,64,中8週,Y,,3,キンシャサノキセキ,Sri Pekan,,
2,1,シュバルツガイスト,牡4,北村宏,美浦・国枝,差し,99.0,11,15,,40.5,508(+12),中京,113,中15週,Y,,3,キタサンブラック,Invincible Spirit,,
3,2,ミライテーラー,牝3,松山,栗東・緒方,,4.0,2,1,3歳1勝クラス,35.9,472(+6),阪神,273,中38週,Y,Y,3,オルフェーヴル,Dubawi,,
4,2,ロードフロンティア,牡3,マーカ,栗東・松下,逃げ,27.7,7,10,3歳以上2勝クラス,38.0,462(+10),京都,204,中28週,Y,Y,3,ロードカナロア,Distorted Humor,,B
5,3,モリノセピア,牡3,津村,美浦・鈴木伸,逃げ,13.2,6,13,,38.8,488(+8),新潟,63,中8週,Y,,3,エスポワールシチー,アルデバランII,,
6,3,ファミリークレスト,牝5,Ｈドイ,美浦・和田勇,差し,145.7,14,10,3歳以上2勝クラス,37.8,440(-10),東京,63,中8週,Y,,3,ジャスタウェイ,Exchange Rate,,
7,4,ダノンマカルー,セ3,戸崎圭,美浦・田中博,差し,6.3,5,1,3歳以上1勝クラス,36.2,528(+8),中山,22,中2週,Y,,3,ドゥラメンテ,Street Boss,,B
8,4,レディアス,牝4,丸田,美浦・鈴木慎,差し,141.7,13,11,3歳以上2勝クラス,35.6,454(+2),東京,64,中8週,Y,,3,ジャスタウェイ,Scat Daddy,,B
9,5,フラッシュアーク,牝5,菊沢,美浦・青木,先行,328.9,16,7,,32.4,478(+6),新潟,71,中9週,Y,,3,エイシンフラッシュ,ダンスインザダーク,,
10,5,ニシノコニャック,牡5,池添,美浦・伊藤大,先行,75.2,10,6,,32.0,462(+10),新潟,71,中9週,Y,,3,ディスクリートキャット,マンハッタンカフェ,,B
11,6,サトノガレオン,牡4,ムーア,美浦・堀,差し,5.7,3,11,3歳以上2勝クラス,39.0,536(+10),中山,85,中11週,Y,,3,ロードカナロア,Star Dabbler,,B
12,6,カンザシ,牝5,ルメー,美浦・蛯名正,差し,3.4,1,4,3歳以上2勝クラス,35.7,500(-8),中山,85,中11週,Y,,3,ディーマジェスティ,スウェプトオーヴァーボード,,B
13,7,スマイルアップ,牝5,内田博,美浦・萱野,先行,194.7,15,11,ミズナラ賞,40.2,462(+2),浦和,61,中8週,,,2,イスラボニータ,クロフネ,,
14,7,ブルーノート,牡5,荻野琢,栗東・梅田,追込,54.7,9,3,3歳以上2勝クラス,36.3,500(0),京都,14,中1週,Y,,3,コパノリッキー,クロフネ,,
15,8,テセラリアン,牝3,石橋脩,美浦・鈴木慎,差し,104.0,12,11,3歳以上2勝クラス,35.3,426(-10),東京,69,中9週,Y,,3,リアルスティール,ファルブラヴ,,B
16,8,キョウエイカンフ,牡4,横山和,美浦・勢司,追込,5.7,4,3,,35.2,530(+8),東京,70,中9週,Y,,3,アジアエクスプレス,キングズベスト,,
