券種,組み合わせ,配当,人気
単勝,7,700,3
複勝,7,260,4
複勝,8,170,2
複勝,13,390,8
枠連,5-6,1350,5
馬連,7-8,2040,6
ワイド,7-8,750,6
ワイド,7-13,1970,27
ワイド,8-13,1100,15
馬単,7-8,4160,14
3連複,7-8-13,9880,38
3連単,7-8-13,51250,189
