券種,組み合わせ,配当,人気
単勝,10,190,1
複勝,10,120,1
複勝,12,180,3
複勝,6,260,6
枠連,6-7,390,2
馬連,10-12,600,2
ワイド,10-12,300,2
ワイド,6-10,530,5
ワイド,6-12,1390,15
馬単,10-12,750,1
3連複,6-10-12,2660,8
3連単,10-12-6,6550,13
