着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,7,12,カリボール,牡9,55.0,菊沢,1:21.7,,14,207.2,35.5,栗東西村,500(0)
2,8,14,ベガリス,牝5,54.0,藤懸,1:22.1,2.1/2,4,7.3,35.8,栗東高橋忠,438(0)
3,1,1,ハクサンバード,牡5,54.0,小崎,1:22.1,アタマ,7,17.8,35.4,栗東高橋一,484(0)
4,6,10,シャドウフューリー,牡5,57.5,津村,1:22.5,2.1/2,3,5.2,35.4,栗東杉山晴,486(0)
5,5,7,コンバスチョン,セ6,55.0,木幡巧,1:22.7,3/4,13,130.2,35.9,美浦伊藤圭,496(-12)
6,8,13,リュミエールノワル,セ6,56.0,石橋脩,1:22.8,1/2,9,21.2,35.5,美浦上原佑,472(+2)
7,6,9,フルメタルボディー,セ5,55.0,国分優,1:22.8,クビ,5,14.5,36.2,栗東清水久,476(-10)
8,2,2,バルサムノート,牡5,57.0,荻野極,1:23.0,1.1/4,2,4.7,36.1,栗東高野,514(0)
9,4,5,ダノンタッチダウン,セ5,56.0,菅原明,1:23.2,1,8,20.4,37.2,美浦堀,558(+20)
10,5,8,ゴールデンシロップ,牡7,55.0,原,1:23.3,3/4,11,37.6,35.8,美浦鈴木慎,538(-6)
11,3,3,グレイイングリーン,牡7,56.0,団野,1:23.5,1,6,16.5,36.3,栗東池江,494(-14)
12,4,6,アサヒ,牡6,55.0,野中,1:23.5,クビ,10,28.0,36.0,美浦金成,508(-8)
13,3,4,ユティタム,牡5,57.0,丸山,1:24.5,6,12,51.4,38.0,栗東須貝,510(-4)
14,7,11,サトノカルナバル,牡3,54.0,三浦,1:25.9,8,1,2.9,38.2,美浦堀,526(+8)
