券種,組み合わせ,配当,人気
単勝,6,190,1
複勝,6,130,1
複勝,1,160,3
馬連,1-6,440,2
ワイド,1-6,220,3
ワイド,4-6,2680,15
ワイド,1-4,3500,18
馬単,6-1,640,3
3連複,1-4-6,8050,17
3連単,6-1-4,23160,49
